,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_ms,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,Release_date,album_type
14323,Rain,6sxsFm2W4me0vOkTZqPZgM,"('Azizi Gibson',)","('2NjfafEappzvGGGDdMRJMP',)",55,179076,0.711,0.549,-6.951,1,0.215,0.442,130.059,2018-10-05,album
14324,World Burn,3iISGrl3JKqPQ4GLqPjVkt,"('Taylor Louderman', 'Original Broadway Cast of Mean Girls')","('1f0vGTFXE64SLuypBV8zB0', '6B1foTh2pK3K4MKQzYaKRu')",57,203040,0.242,0.731,-4.828,0,0.164,0.265,180.057,2018-05-18,compilation
14325,DucK my Ex (feat. Chris Brown & 2 Chainz),3yppetp34X4L7eqqrPGgSr,"('Tory Lanez', 'Chris Brown', '2 Chainz')","('2jku7tDXc6XoB6MO2hFuqg', '7bXgB6jMjp9ATFy66eO08Z', '17lzZA2AlOHwCwFALHttmp')",57,190548,0.707,0.741,-4.822,1,0.106,0.689,159.924,2018-10-26,album
14326,Thuggin By Ma Self,7DfcL0itvjDbILO60RmPtr,"('Rayy Dubb',)","('5JkD3p2fJbGwVagjQSfD7h',)",54,168750,0.74,0.521,-8.286,1,0.387,0.564,145.001,2018-01-30,single
14327,Rewrite the Stars,1t4NUQuv33szmm8jeLzsZW,"('The Piano Guys',)","('0jW6R8CVyVohuUJVcuweDI',)",59,211533,0.505,0.523,-7.838,1,0.952,0.173,125.018,2018-11-09,album
14328,Hold My Girl (Acoustic Version),6jR6rBNVF9bHpvdNNqOjvg,"('George Ezra',)","('2ysnwxxNtSgbb9t1m2Ur4j',)",68,211715,0.711,0.395,-7.327,1,0.89,0.519,122.043,2018-11-02,single
14329,No Way Back,70SfQj2pVrfqgE4wvnIcwV,"('Oatmello',)","('0YAkOkbeAPiS35qyouiM4O',)",57,101647,0.536,0.325,-11.783,0,0.902,0.185,170.118,2018-05-14,single
14330,Empty Cups,7k7JKDjCd9zuL0iF7iWaNs,"('Charlie Puth',)","('6VuMaDnrHyPL1p4EHjYLi7',)",60,170946,0.77,0.555,-6.361,1,0.224,0.776,100.035,2018-05-11,album
14331,Tricky,6dX5y0Wa8W83qDBymeia8n,"('TJ Porter',)","('3z3xPw2NyqrZgITJS0Xvs4',)",56,165160,0.793,0.606,-7.225,0,0.355,0.487,139.994,2018-11-30,single
14332,2 Lil Shorty,1Scp8ar1dnJOaSVEMIiB80,"('Don Toliver',)","('4Gso3d4CscCijv0lmajZWs',)",56,149562,0.87,0.57,-7.817,0,0.0797,0.688,126.046,2018-08-02,album
14333,DEL Rojo,4M4xMmMS8pMrffCzUHz5IG,"('Oscar Cortez', 'Lenin Ramírez', 'Ulices Chaidez', 'Los Del Arroyo')","('6sCLeqbuK4nOWjcMRb10Gp', '3hTffafUYLLgO4yuPAxb5U', '5npvUMe1CGnIhTX7OaLGVV', '43mTldLHocYpIrVrGuY4e4')",57,186972,0.693,0.622,-6.805,0,0.684,0.796,99.028,2018-07-27,album
14334,MAYDAY,5xXB7wVgRmBHoMBmcfEE3C,"('TheFatRat', 'Laura Brehm')","('3OKg7YbOIatODzkRIbLJR4', '7ddnIV2r4SLjuwyGlgLIWt')",62,247339,0.416,0.564,-7.092,0,0.0138,0.132,149.718,2018-03-23,single
14335,Vacation (feat. Joey Bada$$),3ZO6UxR61HavlXuyohc14T,"('Flatbush Zombies', 'Joey Bada$$')","('1dqGS5sT6PE2wEvP1gROZC', '2P5sC9cVZDToPxyomzF1UH')",57,237253,0.715,0.736,-9.549,0,0.0457,0.628,149.93,2018-04-06,album
14336,A First Date,6Q6L6tqFOt4r23XHLxukDh,"('Biskwiq',)","('7J4Pg0NGyrWoMrROYhnlP6',)",55,252264,0.525,0.558,-9.132,1,0.259,0.383,144.744,2018-05-06,single
14337,Lean Back (feat. Dion Davis),76AQAwj7BbMVIMRnHKkLuz,"('Capital City Music', 'Dion Davis')","('1LpieXNHBu8d1hEAmr4rvH', '14jNstS0l1VyQ8S5zfCYLr')",55,413725,0.208,0.247,-8.976,1,0.873,0.074,133.269,2018-01-23,album
14338,Call Out My Name - A Cappella,5PTfZsGlsDDPH8i3PdQnXJ,"('The Weeknd',)","('1Xyo4u8uXC1ZmMpatF05PJ',)",59,224746,0.397,0.339,-6.688,1,0.887,0.459,135.089,2018-03-30,album
14339,Yesterdays,61bl8M6sMFlvhJ4YPL5k5I,"('Ameba',)","('0YYVUJe2T4XdBza6Y0RA8P',)",57,92419,0.674,0.29,-12.053,0,0.868,0.604,85.03,2018-04-17,album
14340,Shit Real (feat. Tee Grizzley),73FGHY5jZ1b6Ia1o15UPqC,"('Jay Rock', 'Tee Grizzley')","('28ExwzUQsvgJooOI0X1mr3', '6AUl0ykLLpvTktob97x9hO')",57,140339,0.839,0.678,-6.865,0,0.28,0.303,104.02,2018-06-15,album
14341,Dead and Gone,0QapunlwO9vnL5X6h4YF18,"('State Champs',)","('1qqdO7xMptucPDMopsOdkr',)",56,191756,0.368,0.968,-2.709,1,0.00151,0.52,168.025,2018-06-15,album
14342,Sweet FA,4fY6EU3jUQQISiUR8DLXuM,"('Peach Pit',)","('6fC2AcsQtd9h4BWELbbire',)",57,215360,0.574,0.495,-7.893,0,0.137,0.549,145.085,2018-06-27,single
14343,No Te Imaginas,6XBcXHqRUxlUlVmyv4Scjm,"('Banda Sinaloense MS de Sergio Lizárraga',)","('2C6i0I5RiGzDKN9IAF8reh',)",62,183626,0.672,0.418,-6.28,1,0.163,0.789,166.004,2018-09-14,album
14344,Letter to Lady J,7w8A5XvLWLVmeaVZIwa7Cn,"('Dispatch',)","('6v4jPZO3UIDNJIgdxRxtr9',)",55,255191,0.509,0.716,-7.145,1,0.221,0.333,132.096,2018-11-16,album
14345,Medium Fries,5hzee9MWDekpedgNpR8bZQ,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",54,211853,0.69,0.555,-7.791,1,0.0549,0.571,146.983,2018-08-23,single
14346,Born Again,6UPzYldiFNx9jssIxwuyYv,"('Austin French',)","('5m8b1Ofn4kNkzRV84GopBU',)",53,175453,0.35,0.73,-4.256,0,0.00711,0.46,133.518,2018-09-07,album
14347,Honey,6ohzjop0VYBRZ12ichlwg5,"('Raveena',)","('2kQnsbKnIiMahOetwlfcaS',)",59,272331,0.805,0.27,-14.967,1,0.432,0.369,129.0,2018-05-02,single
14348,Look,1ZFQugO7BqYJjw8FVQHcze,"('GOT7',)","('6nfDaffa50mKtEOwR8g4df',)",62,194535,0.643,0.913,-1.724,0,0.113,0.734,119.938,2018-03-12,single
14349,Hero,49ax542eGoDclA2fzsLdI7,"('Comethazine',)","('1iJdyDcY98X3GMnUesl7tf',)",55,78750,0.849,0.506,-8.361,1,0.0757,0.554,160.248,2018-08-24,album
14350,Hi High,0RqzUS7AkBhQDrBxcGFeDv,"('LOOΠΔ',)","('52zMTJCKluDlFwMQWmccY7',)",60,196863,0.67,0.916,-2.261,0,0.0363,0.532,97.004,2018-08-20,single
14351,wildfire,1mrPG8snf4maJMoM4Ec8Ag,"('Jeremy Zucker',)","('3gIRvgZssIb9aiirIg0nI3',)",58,163000,0.488,0.311,-9.091,1,0.486,0.426,129.17,2018-05-04,single
14352,Wind flower,2qwyjoSsSr3M7HTt611Q5O,"('Mamamoo',)","('0XATRDCYuuGhk0oE7C0o5G',)",64,236816,0.735,0.795,-2.918,1,0.656,0.825,113.988,2018-11-29,single
14353,Penthouse (feat. Snoop Dogg),4s48nmzo7Um1Hcx52eNgSF,"('Wiz Khalifa', 'Snoop Dogg')","('137W8MRPWKqSmrBGDBFSop', '7hJcb9fa4alzcOq3EaNPoG')",59,200437,0.878,0.723,-6.66,0,0.145,0.534,119.038,2018-07-13,album
14354,Living Hope,6CW9qtzZpHZ3o39BYlpU0x,"('Bethel Music', 'Bethany Wohrle')","('26T4yOaOoFJvUvxR87Y9HO', '26opZlzcsx1NhaN5QELG4e')",58,406346,0.414,0.712,-6.815,1,0.0486,0.185,143.957,2018-06-22,single
14355,Discussion,1N0VXvVxSoMp66StV03Opo,"('Kevin Gates',)","('1gPhS1zisyXr5dHTYZyiMe',)",54,162352,0.767,0.717,-5.836,0,0.3,0.494,135.994,2018-09-28,album
14356,Work For You (feat. Kaz Moon),1hovkSJMIpP5hfuyb756G4,"('Medasin', 'Kaz Moon')","('62vbsDRAq0qHdezaCOzB0T', '70TpT5Yq8mRwav91mSTKQV')",55,182320,0.783,0.7,-7.138,1,0.312,0.395,130.04,2018-08-10,album
14357,Boblo Boat (feat. J. Cole),6Gbj7s07M5pF76wfHPOxQZ,"('Royce Da 5\'9""', 'J. Cole')","('6DVipHzYsPlIoA0DW8Gmns', '6l3HvQ5sa6mXTsMTB19rO5')",56,282010,0.618,0.836,-5.073,1,0.269,0.563,157.507,2018-05-04,album
14358,The Tennessean,1f94XgXqrWbZMW1S0ZufJc,"('Upchurch', 'Struggle')","('2pSObt5Fk8izuX8ZfI3jRn', '6C1CoOoHZsY8WpxuZ9cHOx')",53,226472,0.722,0.475,-9.633,1,0.132,0.443,159.908,2018-08-19,album
14359,Another One Bites The Dust - 2011 Remaster,3LjvFUqQi5LoqaRK6CLwMk,"('Queen',)","('1dfeR4HaWDbWqFHLkxsg1d',)",54,214640,0.928,0.526,-6.486,0,0.0969,0.753,109.958,2018-10-19,album
14360,Suavecito,4iA68YcMVqcbLSdWW0TBmw,"('Yung Gravy', 'DRAM')","('2YOYua8FpudSEiB9s88IgQ', '5M0lbkGluOPXLeFjApw8r8')",55,197976,0.723,0.612,-5.18,1,0.0502,0.509,159.967,2018-05-04,album
14361,Pink Noise For Sleep 14,0k1SfhHiZblCF11hgTyj0G,"('Granular',)","('1jfnMuDBl5OaAoU0VwLD8m',)",56,96448,0.0,0.11,-29.296,0,0.932,0.0,0.0,2018-11-15,album
14362,IMVU,3l0zCxVriY43haW2Zu8eB5,"('Wifisfuneral',)","('1vb1XqzyNMQ16BqbxRz5BV',)",55,172649,0.89,0.641,-6.359,0,0.0613,0.586,158.029,2018-06-08,album
14363,Just Woke Up,7oxy6gcerLrJ83E1dynA7W,"('Supreme Patty', 'YNW Melly')","('5J688KtVJUBw5jM89jpbC9', '1cNDP5yjU5vjeR8qMf4grg')",58,111588,0.889,0.462,-9.821,1,0.12,0.809,126.071,2018-11-19,single
14364,Philly Jawn,3ETgPqL3KMhJ7nDR18cvsg,"('Kota the Friend',)","('2AfU5LYBVCiCtuCCfM7uVX',)",55,206744,0.928,0.521,-6.717,0,0.302,0.697,130.011,2018-08-05,single
14365,Somebody's Been Drinkin',3OBHpK5sbRBj3xQLCFcBLt,"('Cole Swindell',)","('1mfDfLsMxYcOOZkzBxvSVW',)",54,225266,0.481,0.775,-5.494,1,0.0169,0.273,136.035,2018-08-17,album
14366,Hablan y Hablan (feat. Banda La Suprema),1IBnCvF8SkiLUAYQucYhZk,"('Gustavo Palafox', 'Banda La Suprema')","('4sFGEHs1ufSWEmfpTDm3DM', '6ucYD0KgXH0q7tRfZE7YDN')",56,221355,0.705,0.414,-9.962,1,0.267,0.909,114.384,2018-09-04,single
14367,Without Me,54SvbpFPrwWucUVKSFRdW7,"('Wind Walkers',)","('2K2bsaNeuQAFkuVwrrlJe0',)",56,199411,0.599,0.764,-4.814,1,0.00844,0.346,135.902,2018-10-24,single
14368,Start It Over (feat. CVBZ & Shy Martin),2i5hQ1RoA0KCzVRXjktJoo,"('NOTD', 'CVBZ', 'SHY Martin')","('5jAMCwdNHWr7JThxtMuEyy', '0pt7PX4Hftlg8mV1ySU84Q', '7eCmccnRwPmRnWPw61x6jM')",58,167679,0.712,0.839,-5.136,1,0.173,0.565,99.909,2018-12-14,single
14369,Car Radio,3yM1SaSngFZCla4gOOUn2a,"('Flovry',)","('2pLu3Ut2C3RviYZ3xUanBs',)",58,162015,0.479,0.452,-14.67,0,0.65,0.152,52.294,2018-08-28,single
14370,Marie Curie,4Rs00gcMnDVfivMHXdiHHc,"('Pi’erre Bourne',)","('3x3jSlhyv5CiCZDZlaTq0M',)",56,205301,0.651,0.654,-6.988,0,0.0494,0.392,81.537,2018-07-31,single
14371,Flight 22,3iv26BUAWSn83q8rhGKPE8,"('Kali Uchis',)","('1U1el3k54VvEUzo3ybLPlM',)",56,216982,0.635,0.646,-5.246,1,0.415,0.344,117.956,2018-04-06,album
14372,Breathe,6TR0FGw4zhlGbQALN065AI,"('CamelPhat', 'Cristoph', 'Jem Cooke')","('240wlM8vDrf6S4zCyzGj2W', '532SqCIYmJyXEdEiCJLgYG', '0AkL5tzM3UsDlWak9E0OwH')",70,194232,0.595,0.877,-7.414,0,0.00646,0.081,125.015,2018-11-16,single
14373,Love Her Too (feat. G-Eazy),1buT1LWUddQg5sSNHdnzwV,"('Marc E. Bassy', 'G-Eazy')","('3tQx1LPXbsYjE9VwN1Peaa', '02kJSzxNuaWGqwubyUba0Z')",58,179573,0.733,0.742,-3.65,1,0.0263,0.899,87.071,2018-10-05,single
14374,Since I Was Broke,08ntmhHDchHojPJQNoelNK,"('Russ',)","('1z7b1Pr1rSlvWRzsW3HOrS',)",57,173731,0.741,0.402,-8.93,0,0.304,0.258,134.086,2018-04-13,single
14375,Good as Gold,5bdPZNRLtytNqjUmSr4S0P,"('Greyson Chance',)","('0Qnx1MPnHYt3jJCYrRFVwX',)",59,205746,0.473,0.587,-6.155,1,0.301,0.246,169.935,2018-06-08,single
14376,Cómo Me Quieres,2pCnrWHxYVDWN3S4PgNMa0,"('Khruangbin',)","('2mVVjNmdjXZZDvhgQWiakk',)",55,225153,0.549,0.532,-10.047,1,0.00605,0.564,85.477,2018-01-26,album
14377,Beast Unleashed,31JBtF1HCTZlFnmJDxZrD4,"('Vin Jay',)","('2DQkr7ZMTqNrlz5HcXZeI7',)",58,120000,0.722,0.758,-5.797,1,0.0532,0.551,140.009,2018-10-25,single
14378,What About Me (feat. Post Malone),6lTLgWznUomxzmQpkqGPdF,"('Lil Wayne', 'Post Malone')","('55Aa2cqylxrFIXC767Z865', '246dkjvS1zLTtiykXe5h60')",56,216961,0.774,0.458,-6.45,1,0.0278,0.183,118.024,2018-11-10,single
14379,Ride Or Die (feat. Foster The People) - Vicetone Remix,2HuSaKSnkvSaRQviRm1glh,"('The Knocks', 'Foster The People', 'Vicetone')","('2x7EATekOPhFGRx3syMGEC', '7gP3bB2nilZXLfPHJhMdvc', '0daugAjUgbJSqdlyYNwIbT')",57,195789,0.6,0.871,-4.527,1,0.35,0.511,113.967,2018-06-15,single
14380,Downfall (feat. Young Dolph & Lil Baby),3fZVaBxYP3KdkSmTEWbl1d,"('Lil Durk', 'Young Dolph', 'Lil Baby')","('3hcs9uc56yIGFCSy9leWe7', '3HiuzBlSW7pGDXlSFMhO2g', '5f7VJjfbwm532GiveGC0ZK')",55,265980,0.657,0.687,-5.318,0,0.207,0.434,83.098,2018-11-09,album
14381,Tyler Durden,4lkiVrmAYyPCtW3AFRs14e,"('Madison Beer',)","('2kRfqPViCqYdSGhYSM9R0Q',)",58,127827,0.672,0.258,-11.328,1,0.831,0.745,119.865,2018-02-02,album
14382,T'd Up - From SR3MM,7bddNsGZem9W4j4rzZBIXj,"('Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi')","('7iZtZyCzp3LItcw1wtPI3D', '1zNqQNIdeOUZHb8zbZRFMX', '7EEiVZvj6RCEtVX2F2pyxu')",57,232862,0.833,0.57,-6.592,1,0.00482,0.113,152.044,2018-05-04,album
14383,No Features (feat. Kodak Black),6KiuvDMb9NYZbLNsCACSTP,"('Young Scooter', 'Kodak Black')","('4cmA2QDPdzh8W2ytpyUGes', '46SHBwWsqBkxI7EeeBEQG7')",54,208287,0.826,0.758,-5.616,1,0.0435,0.41,119.998,2018-12-21,album
14384,Your Great Name,1K0QlBIhd5jZIRz83MbVYU,"('Todd Dulaney',)","('41OAtBkqAXVdMlteKlhrZz',)",55,379562,0.54,0.871,-5.268,1,0.0111,0.301,103.012,2018-01-19,album
14385,Well Done,08JcY8URs5O3rNgCw6wslO,"('The Afters',)","('1Q9nxD19emMUTTWtFi7jZc',)",53,270013,0.382,0.564,-6.905,1,0.309,0.199,69.903,2018-11-02,album
14386,"Down To Fuck (feat. YG, Ty Dolla $ign, Jeremih)",5NEAllh24T2YapWJmuw0j0,"('The Game', 'YG', 'Ty Dolla $ign', 'Jeremih')","('0NbfKEOTQCcwd6o7wSDOHI', '0A0FS04o6zMoto8OKPsDwY', '7c0XG5cIJTrrAgEC3ULPiq', '3KV3p5EY4AvKxOlhGHORLg')",58,188645,0.833,0.742,-5.761,0,0.254,0.694,102.505,2018-08-31,single
14387,For Everybody,7y8cu5pr3tN6rqI75BwL22,"('Kash Doll',)","('3u579Gdap91lMptBSdXTpf',)",54,244400,0.75,0.703,-4.616,0,0.0645,0.27,133.461,2018-02-12,single
14388,Another Life,5oJFMNh2D1RxWFeOkO1sTz,"('RÜFÜS DU SOL',)","('5Pb27ujIyYb33zBqVysBkj',)",57,400080,0.652,0.824,-8.285,0,0.0219,0.0366,121.99,2018-10-19,album
14389,Severed,38psZM2gA6UWA7rqqgOjGL,"('The Decemberists',)","('7ITd48RbLVpUfheE7B86o2',)",57,243800,0.605,0.789,-7.035,0,0.00219,0.434,136.041,2018-03-16,album
14390,I'd Rather Sleep,56tfmNU8wutv6Rc2sCEXCT,"('Smartface',)","('77X9A9UiAgiPubyPr7bWym',)",57,139279,0.766,0.377,-12.847,0,0.655,0.872,80.984,2018-11-23,single
14391,Never Let Me Down,1R1TTzq1Z8fP12zgTT1j0V,"('Mosaic MSC',)","('4hAridhpYF50cbO6o7jB3b',)",56,236000,0.495,0.614,-8.616,1,0.0423,0.178,142.049,2018-09-07,single
14392,Clowns,1xy7D35apNwXydCIxZmQY6,"('Key Glock',)","('0RESbWvOMyua0yuyVrztJ5',)",53,170786,0.901,0.61,-8.018,1,0.0425,0.559,131.0,2018-11-23,album
14393,The Waning Moon,6nDh7NiyfvoGL2F4CuZVAG,"('Chad Lawson',)","('72uoxerTvAd7x3cbfYmNc8',)",59,176653,0.353,0.00383,-29.202,1,0.987,0.121,107.462,2018-07-06,single
14394,Park Ave Beach,0hSfxmfOaCAb2g1hvAIYXo,"('Harris Cole', 'Aso')","('6DnF6PBcTSsEZuEjXpK0gX', '45Ui3GdcxzbdJhhTtZLXO8')",57,205263,0.702,0.0883,-18.956,0,0.885,0.168,76.257,2018-05-29,single
14395,Jeux D'eau,2PGtQpxxPvhzHLoaz83hLp,"('sadtoi',)","('7G6bYv9rdldB4mNddVd2yy',)",56,144000,0.779,0.23,-16.382,1,0.85,0.258,73.512,2018-08-08,compilation
14396,That Song That We Used To Make Love To,3vkyyOw92iKKIV5Io2fBdk,"('Carrie Underwood',)","('4xFUf1FHVy696Q1JQZMTRj',)",55,215653,0.594,0.768,-4.817,0,0.088,0.357,127.888,2018-09-14,album
14397,A Million Dreams,4v6EUO6tC8RlZDvJ3DBV86,"('The Piano Guys',)","('0jW6R8CVyVohuUJVcuweDI',)",59,285826,0.576,0.209,-19.572,1,0.987,0.262,139.88,2018-11-09,album
14398,An Evening I Will Not Forget / Furthest Thing,0ePgO3SMLfSFAU5wsyZ1ai,"('Dermot Kennedy',)","('5KNNVgR6LBIABRIomyCwKJ',)",61,384811,0.489,0.261,-15.061,0,0.741,0.157,121.338,2018-04-06,single
14399,Numb to the Feeling,102cCjW3CnC3sws3qOhie8,"('Chase Atlantic',)","('7cYEt1pqMgXJdq00hAwVpT',)",59,227586,0.695,0.737,-5.75,0,0.232,0.248,129.999,2018-04-06,single
14400,Que Sería,72puKjOJ2DPMGK7WrkWNnA,"('Anuel AA',)","('2R21vXR83lH98kGeO99Y66',)",62,236821,0.614,0.441,-6.56,1,0.885,0.48,125.751,2018-10-12,single
14401,Deserve It,2bggzz9pXyiafejwnGF3vz,"('DaBaby',)","('4r63FhuTkUYltbVAg5TQnk',)",54,182693,0.578,0.753,-4.256,0,0.23,0.409,149.972,2018-11-02,album
14402,Blue Coupe,3jw5KrLTxeIzpSvByNsH7F,"('Twin Peaks',)","('1xD85sp0kecIVuMwUHShxs',)",55,222672,0.597,0.864,-5.629,1,0.261,0.55,130.079,2018-02-09,album
14403,Spirit,6zVuBEErsYXr8jBrS4RiCW,"('Majid Jordan',)","('4HzKw8XcD0piJmDrrPRCYk',)",58,251228,0.638,0.345,-9.048,0,0.375,0.311,85.455,2018-09-06,single
14404,good day,2LqoYvMudv9xoTqNLFKILj,"('21 Savage',)","('1URnnhqYAYcrqrcwql10ft',)",56,242447,0.966,0.519,-5.682,1,0.00359,0.119,122.195,2018-12-21,album
14405,La Fille Sans Larmes,6yi3uNQ0tVi4qjgbmuPGLv,"('Lo Mimieux',)","('0M2jyp8P5yTxQcdPyCdDkM',)",61,155827,0.393,0.042,-20.542,1,0.993,0.201,142.814,2018-09-07,single
14406,Deceived Emotions,4SyotGg4HWmpMVGmsj3FoL,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",53,204136,0.457,0.714,-5.61,0,0.382,0.626,151.209,2018-09-21,album
14407,Bad Idea!,4UtV7K4ekqVyRT6EyNQOon,"('Unclenathannn', 'Shiloh Dynasty')","('32Yftem1IqHK8e2aJWbvrm', '1wxPItEzr7U7rGSMPqZ25r')",57,162481,0.713,0.342,-16.991,0,0.469,0.694,129.935,2018-03-19,album
14408,Electronic Memories (feat. Mickey Kojak),2viJufnGlsjR1X51CEHpeg,"('k?d', 'Mickey Kojak')","('714O3xvBNiclo82vxBn8Bf', '5poMDCBflvu2tgtA0CRF17')",56,237346,0.602,0.926,-1.62,0,0.0992,0.574,100.014,2018-10-05,single
14409,Sigues Preguntando,3Vao1vawDqQM4LdoUTeSe0,"('Alex Rose',)","('2DspEsT7UXGKd2VaaedgG4',)",60,207341,0.768,0.472,-6.309,1,0.322,0.326,90.623,2018-03-27,single
14410,Fed Up,1WA7xpYin8w1cAWPYDhppE,"('Derez De’Shon',)","('1C5vXvYnmVVTKw4GVCKGzM',)",53,173186,0.538,0.439,-6.562,0,0.48,0.325,147.552,2018-04-13,album
14411,GTS,3jwgpIHWvV8jfvF21s0SHD,"('Machine Gun Kelly',)","('6TIYQ3jFPwQSRmorSezPxX',)",57,142213,0.886,0.589,-6.145,1,0.0376,0.375,134.995,2018-09-21,album
14412,Kamakaze,7rtR4Gfz0kYXuQGIUstxOn,"('Lil Mosey',)","('5zctI4wO9XSKS8XwcnqEHk',)",54,139200,0.811,0.568,-7.525,0,0.329,0.601,99.979,2018-10-19,album
14413,The Great Plains Hymn,0hdtz1o1UYIvQJmAdqGHL1,"('Charles Bolt',)","('4FX5p8T76gw69sWyPbggCj',)",61,119080,0.509,0.00964,-24.155,1,0.996,0.313,70.283,2018-04-28,single
14414,4 Real,4lGH1ltQVvtaQLVdvau9mR,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",55,217078,0.651,0.718,-8.554,1,0.018,0.642,135.945,2018-08-03,album
14415,"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",7wD6iRghe6SnKHkvHqpnC5,"('Jason Derulo',)","('07YZf4WDAMNwqr4jfgOZ8y',)",66,187389,0.707,0.845,-3.478,1,0.0278,0.507,120.125,2018-03-09,single
14416,Rattlin Chains,1WcpvgQNOUHW7nPMFvCox6,"('Upchurch',)","('2pSObt5Fk8izuX8ZfI3jRn',)",53,151307,0.334,0.751,-6.107,1,0.0747,0.478,170.049,2018-02-12,album
14417,Azucar,1mAEQbdq0dZQWfujWG6rCd,"('Earl Sweatshirt',)","('3A5tHz1SfngyOZM2gItYKu',)",56,85840,0.459,0.864,-2.163,1,0.171,0.703,106.175,2018-11-30,album
14418,Too Playa,4TAifFqlNkBvrycHbWV9Ew,"('Migos', '2 Chainz')","('6oMuImdp5ZcFhWP0ESe6mG', '17lzZA2AlOHwCwFALHttmp')",57,312741,0.75,0.506,-8.215,1,0.0222,0.067,137.978,2018-01-26,album
14419,Rich Nigga,64YhfeTI1gvL2xRI9P7lXq,"('YoungBoy Never Broke Again', 'Lil Uzi Vert')","('7wlFDEWiM5OoIAt8RSli8b', '4O15NlyKLIASxsJ0PrXPfz')",54,145697,0.82,0.87,-3.578,1,0.122,0.823,80.022,2018-06-29,album
14420,Moments,4mj0eDXQaPjTIub0CI9dpW,"('MitiS', 'Adara')","('16yUpGkBRgc2eDMd3bB3Uw', '3ZejoaXlP3oqmmTseylLDY')",56,278400,0.498,0.778,-3.236,1,0.463,0.182,149.89,2018-03-23,album
14421,Everything,452Q2BzTFo0st9C4oXgtmi,"('TobyMac',)","('5VX8hxrcfJWwaTLiqGUHG3',)",55,200840,0.8,0.681,-4.486,0,0.0287,0.72,112.495,2018-07-18,single
14422,Eyes,6vkFCzPmJ3beYG0zeevdmX,"('RÜFÜS DU SOL',)","('5Pb27ujIyYb33zBqVysBkj',)",58,230533,0.659,0.752,-6.239,0,0.0115,0.248,124.016,2018-10-19,album
14423,WAR TIME ALL THE TIME,0muyqlnerINIqPQ3rTMAaI,"('$uicideBoy$',)","('1VPmR4DJC1PlOtd0IADAO0',)",57,145581,0.728,0.662,-8.341,1,0.00752,0.146,134.902,2018-09-07,album
14424,September - Recorded at The Tracking Room Nashville,5eGX87IiKsGuzS3iw4CfCX,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",61,187823,0.641,0.444,-6.482,1,0.412,0.588,107.081,2018-04-13,single
14425,Bet Ain't Worth the Hand,0VBBWt0uJxXNVb624WtOnC,"('Leon Bridges',)","('3qnGvpP8Yth1AqSBMqON5x',)",58,185893,0.546,0.539,-5.588,1,0.777,0.286,119.637,2018-05-04,album
14426,Fight for You,479acVfQ74icOy772hE1ba,"('Rico Love',)","('2GEcMpeGIad5O23WxDRFMn',)",57,232852,0.532,0.473,-5.934,1,0.0756,0.167,100.168,2018-12-03,album
14427,Die For The Hype,0mN7aCKIsZcoPiUrh2OPsF,"('YUNGBLUD',)","('6Ad91Jof8Niiw0lGLLi3NW',)",62,188800,0.739,0.847,-3.709,1,0.00299,0.539,100.003,2018-07-06,album
14428,Clouds (feat. Wiz Khalifa),4LfBd2MCcHRVuJCnYJHmtO,"('K CAMP', 'Wiz Khalifa')","('5bgfj5zUoWpyeVatGDjn6H', '137W8MRPWKqSmrBGDBFSop')",55,254066,0.771,0.467,-9.875,0,0.238,0.339,99.956,2018-11-02,album
14429,RUN,7LaLv7r8FLaAhOqKf2N99N,"('Ski Mask The Slump God',)","('2rhFzFmezpnW82MNqEKVry',)",56,107786,0.787,0.694,-4.366,1,0.14,0.655,145.119,2018-05-11,album
14430,On My Own,0IwQnRxRNsXnqcmvs4ahHb,"('Bazanji',)","('3L8FZaw2Rg1oUw3vB4gUME',)",56,228000,0.757,0.694,-7.506,0,0.098,0.358,120.092,2018-04-08,single
14431,Moon / Sun,6Nr0StlllyYFmJoIYFVAsr,"('Trevor Hall',)","('3RMHexittaAZkf8zukkZB8',)",55,239312,0.613,0.63,-5.913,1,0.269,0.177,110.04,2018-06-01,album
14432,BLACK SOUL,5ry1GWOraVbudUG4Rn9dHu,"('Shinedown',)","('70BYFdaZbEKbeauJ670ysI',)",56,203306,0.448,0.927,-3.244,1,0.00018,0.687,174.079,2018-05-04,album
14433,Polygraph Eyes,0SCsKxQvbfE7ufDL87IHR9,"('YUNGBLUD',)","('6Ad91Jof8Niiw0lGLLi3NW',)",63,223948,0.453,0.766,-4.607,0,0.0385,0.469,92.078,2018-07-06,album
14434,Repetetive Chattering Mind,6l8Xxuu9DMIEzZqfvedNZA,"('Eleanor Arroway',)","('3x2VCXXsd5bySXXdbhLZPJ',)",62,193468,0.154,0.226,-19.43,1,0.459,0.0372,70.723,2018-01-25,single
