,Song,Song_ID,Artists,Artists_Id,Popularity,Lengthofsing_ms,danceability,energy,loudness,Modemajor1_happier,acousticness,valence,tempo,Release_date,Album_type,source,Fear,Trust,Joy,Disgust,Anticipation,Sadness,Suprise,Anger,Negative,Positive
3827,I Am Broken Too,6lb2sSTeFSUWX1KQSDt8GL,Killswitch Engage,37394IP6uhnjIpsawpMu4l,56,159160,0.41200000000000003,0.9620000000000001,-6.813,1,3.1e-05,0.633,75.028,2019-08-16,album,genius.com,0.028397565922920892,0.006085192697768763,0.006085192697768763,0.028397565922920892,0.012170385395537525,0.02231237322515213,0.008113590263691683,0.04056795131845842,0.06490872210953347,0.02636916835699797
3828,Smile,1SnaQxXZI1McrW2ROk2772,Jimmy Durante,5FNHfTn3yzVpqdUyWwej0v,66,177533,0.41700000000000004,0.384,-12.048,1,0.8140000000000001,0.35600000000000004,107.3,2019-04-12,album,genius.com,0.003289473684210526,0.009868421052631578,0.052631578947368404,0.003289473684210526,0.0,0.003289473684210526,0.0,0.003289473684210526,0.003289473684210526,0.08223684210526311
3829,Nada Nuevo,7ICx8UXRmLzbLrORTVOM96,Christian Nodal,0XwVARXT135rw8lyw1EeWP,63,195373,0.64,0.466,-4.984,1,0.424,0.552,139.996,2019-02-15,single,genius.com,0.0,0.00783289817232376,0.023498694516971275,0.0026109660574412533,0.01827676240208877,0.0026109660574412533,0.005221932114882507,0.0026109660574412533,0.01827676240208877,0.023498694516971275
3830,Like A Movie,3mCLQo9w32ApCN1xaYQhRB,Labrinth,2feDdbD5araYcm6JhFHHw7,60,140750,0.892,0.552,-5.447,1,0.10800000000000001,0.534,119.971,2019-11-08,single,genius.com,0.002347417840375587,0.0,0.0,0.002347417840375587,0.0,0.007042253521126761,0.0,0.002347417840375587,0.007042253521126761,0.004694835680751174
3831,Collateral Damage,5srIkb35ees5dhgjK3zdfz,Burna Boy,3wcj11K77LjEY1PkEazffa,68,197558,0.7390000000000001,0.852,-7.322999999999999,0,0.51,0.903,102.014,2019-01-25,album,genius.com,0.01694915254237288,0.027118644067796606,0.06440677966101696,0.020338983050847456,0.037288135593220334,0.013559322033898305,0.003389830508474576,0.01694915254237288,0.037288135593220334,0.06779661016949154
3832,Da Real HoodBabies,3WcEzmnr7KHmPOA71q3C6K,Lil Gotit,4ke9HXbejpYVMhbOjSa4le,57,171555,0.9329999999999999,0.65,-6.122000000000001,1,0.0285,0.9009999999999999,135.02700000000002,2019-03-14,album,genius.com,0.024834437086092724,0.019867549668874177,0.019867549668874177,0.021523178807947026,0.019867549668874177,0.028145695364238422,0.008278145695364239,0.03973509933774837,0.05794701986754971,0.021523178807947026
3833,Summertime ,2WbZZGXlVWHEfrCG9mC0UV,Stick Figure,5SXEylV07TC57eanSxxg4R,57,238767,0.7440000000000001,0.69,-5.176,0,0.0292,0.7490000000000001,79.999,2019-08-30,album,genius.com,0.03488372093023256,0.026578073089701,0.01993355481727575,0.029900332225913626,0.01993355481727575,0.03488372093023256,0.01993355481727575,0.04485049833887041,0.0598006644518272,0.043189368770764104
3834,Break Bread,20iSqramPji5ojekwLk6Ye,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,56,155983,0.836,0.475,-5.254,1,0.21899999999999997,0.43799999999999994,150.012,2019-10-18,album,genius.com,0.02821316614420062,0.012539184952978056,0.012539184952978056,0.006269592476489028,0.006269592476489028,0.02507836990595611,0.006269592476489028,0.012539184952978056,0.043887147335423204,0.02507836990595611
3835,Dawn,3eYMQ2q4z3QDxVR26G8ndz,Hillsong Worship,3SgHzT552wy2W8pNLaLk24,55,91106,0.469,0.29600000000000004,-17.730999999999995,1,0.16399999999999998,0.36200000000000004,127.075,2019-10-11,album,genius.com,0.022653721682847898,0.00970873786407767,0.016181229773462785,0.006472491909385114,0.016181229773462785,0.012944983818770227,0.006472491909385114,0.016181229773462785,0.025889967637540454,0.01941747572815534
3836,Oh My God,17GMg9jccm0sz5re7cWJCu,Lil Keed,3uJx5SnOM59Li7lCxA3b29,58,186213,0.895,0.418,-7.529,1,0.0227,0.594,144.994,2019-04-25,single,genius.com,0.0025188916876574307,0.015113350125944582,0.010075566750629723,0.005037783375314861,0.010075566750629723,0.007556675062972292,0.012594458438287152,0.015113350125944582,0.02267002518891687,0.020151133501259442
3837,Joyride,5lBP49wdNHz8eMTIbi3bfb,SONIA,29mFfyTK9p5UIV5OW6owEj,64,161733,0.738,0.677,-4.664,0,0.54,0.397,167.995,2019-09-13,single,genius.com,0.02531645569620253,0.0,0.02531645569620253,0.006329113924050633,0.06962025316455697,0.02531645569620253,0.0,0.0189873417721519,0.0379746835443038,0.04430379746835443
3838,Hold Your Breath ,5PFfxZ9WezcE8JiUWLsyus,NAV,7rkW85dBwwrJtlHRDkJDAC,58,170955,0.825,0.682,-5.197,1,0.13699999999999998,0.5,146.129,2019-03-26,album,genius.com,0.03921568627450979,0.0024509803921568627,0.09558823529411768,0.04656862745098037,0.0024509803921568627,0.04656862745098037,0.0024509803921568627,0.03921568627450979,0.10049019607843142,0.09558823529411768
3839,Not,7IzJ7EGpIpq2vW3ylVTtMh,Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,59,367093,0.42200000000000004,0.7879999999999999,-6.57,1,0.10099999999999999,0.544,140.423,2019-10-11,album,genius.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3840,Back to the Basics,2fISFThGwudm4slKxuBhK4,Ugly God,3Fdm9TFJQCLmC3AWMuGExi,56,118360,0.95,0.5670000000000001,-8.446,0,0.042,0.503,129.99,2019-08-09,album,genius.com,0.01694915254237288,0.0423728813559322,0.025423728813559324,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.05084745762711864,0.01694915254237288,0.0423728813559322,0.05932203389830508
3841,Time Flies,2QXB9GugNcZqXrDXYowISU,Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,57,185806,0.596,0.9329999999999999,-2.747,1,0.16399999999999998,0.91,155.00799999999995,2019-07-24,single,genius.com,0.0,0.027522935779816515,0.013761467889908258,0.009174311926605505,0.01834862385321101,0.0045871559633027525,0.009174311926605505,0.0,0.03211009174311927,0.045871559633027525
3842,DEITY,5l5SMWVPhVlJOmYFzDmJvY,Aries,3hOdow4ZPmrby7Q1wfPLEy,59,152727,0.746,0.5479999999999999,-5.098,1,0.14800000000000002,0.498,87.946,2019-04-18,album,genius.com,0.01611170784103115,0.013963480128893663,0.010741138560687433,0.015037593984962407,0.018259935553168634,0.024704618689581084,0.015037593984962407,0.019334049409237376,0.037593984962406006,0.025778732545649826
3843,Numb Without You,0cQeMDP32n10nUYoqazNiD,The Maine,4o0pNHbyj36LPvukNqEug0,59,212857,0.618,0.7979999999999999,-4.742,1,0.00455,0.534,113.99700000000001,2019-03-29,album,genius.com,0.0045871559633027525,0.009174311926605505,0.009174311926605505,0.0,0.01834862385321101,0.0,0.0,0.0045871559633027525,0.0045871559633027525,0.009174311926605505
3844,LET YOU IN,4rITSpNrB8F2mscl7Idu8q,DDG,0WK3H9OErSn5zKOkOV5egm,58,169756,0.71,0.46,-7.657999999999999,0,0.5479999999999999,0.364,149.95,2019-11-01,album,genius.com,0.03719912472647704,0.07002188183807441,0.03063457330415756,0.039387308533916865,0.015317286652078774,0.028446389496717732,0.015317286652078774,0.039387308533916865,0.052516411378555825,0.0919037199124726
3845,A GHETTO CHRISTMAS CAROL,5aZhp4FuKlrLz7gfJlBtcR,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,60,104600,0.789,0.613,-6.6270000000000024,1,0.0729,0.425,147.946,2019-09-06,album,genius.com,0.028368794326241124,0.028368794326241124,0.017730496453900704,0.019503546099290774,0.028368794326241124,0.023049645390070914,0.012411347517730494,0.030141843971631194,0.03723404255319149,0.040780141843971635
3846,Tell Me Lies,2scIG4pnqvCStKHTZiWB0V,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,60,219890,0.436,0.626,-7.612,1,0.295,0.409,94.64299999999999,2019-06-28,album,genius.com,0.011494252873563218,0.06321839080459767,0.07758620689655167,0.008620689655172414,0.06609195402298847,0.020114942528735632,0.008620689655172414,0.008620689655172414,0.02586206896551724,0.09482758620689648
3847,Sing To Me,17KGTOb8fkxlyTnB5eFnsh,MISSIO,2HOMW1liAxI3URnEq95SMS,62,189920,0.55,0.872,-4.742,0,0.0882,0.618,142.039,2019-11-07,album,genius.com,0.018957345971563982,0.016587677725118485,0.018957345971563982,0.037914691943127965,0.009478672985781991,0.011848341232227489,0.009478672985781991,0.03554502369668247,0.059241706161137414,0.028436018957345974
3848,Good to Me,2ujZatFh8uZMkiBTu2z7AH,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,64,189714,0.647,0.8320000000000001,-3.969,0,0.145,0.82,140.05,2019-01-21,single,genius.com,0.016597510373443983,0.008298755186721992,0.02074688796680498,0.016597510373443983,0.016597510373443983,0.016597510373443983,0.008298755186721992,0.016597510373443983,0.016597510373443983,0.03734439834024896
3849,Out Of The Ordinary,4nX7yBASMJgtM0F9OC1zTM,Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,59,187600,0.723,0.46399999999999997,-8.446,0,0.0236,0.531,137.983,2019-11-08,album,genius.com,0.02522935779816514,0.01834862385321101,0.011467889908256881,0.013761467889908258,0.011467889908256881,0.022935779816513763,0.011467889908256881,0.020642201834862386,0.0481651376146789,0.02522935779816514
3850,Take Me To The Top,10MO1pApr5ItgeiyVgOgRI,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,61,223773,0.299,0.785,-8.354,1,3.21e-06,0.5820000000000001,149.099,2019-03-22,album,songlyrics.com,0.05020920502092049,0.02092050209205021,0.02510460251046025,0.0,0.03347280334728033,0.054393305439330526,0.0,0.029288702928870293,0.06694560669456065,0.02510460251046025
3851,What a life,3TfLZodlQ1TzNpdrc4KXR5,EXO-SC,6741jcSlgsv0M3B4ruIPS5,68,203866,0.862,0.782,-3.8110000000000004,0,0.301,0.847,135.029,2019-07-22,single,genius.com,0.06250000000000001,0.017045454545454544,0.034090909090909095,0.017045454545454544,0.017045454545454544,0.06818181818181819,0.005681818181818182,0.03977272727272728,0.07386363636363637,0.04545454545454546
3852,Visions,4TANuW9cpKCGqH499rr9re,Lane 8,27gtK7m9vYwCyJ04zz0kIb,61,261120,0.516,0.888,-10.282,1,0.182,0.0394,124.98899999999999,2019-01-31,single,genius.com,0.027272727272727268,0.012121212121212121,0.01818181818181818,0.02424242424242424,0.030303030303030297,0.01818181818181818,0.015151515151515152,0.05454545454545453,0.05757575757575756,0.027272727272727268
3853,Sunlight,6XpJw6mIuTQ7tPYTvjYyVX,Yuno,36BjLtXEXIifbRrfc1Rtqa,58,212160,0.4,0.7390000000000001,-6.763,1,9.52e-06,0.531,76.977,2019-05-14,single,genius.com,0.028301886792452827,0.0,0.0047169811320754715,0.009433962264150943,0.0047169811320754715,0.028301886792452827,0.0,0.028301886792452827,0.04716981132075471,0.0047169811320754715
3854,Good Feeling,1JQr89uc6xVkIwfS09ct8K,311,41Q0HrwWBtuUkJc7C1Rp6K,57,203912,0.687,0.898,-3.926,0,0.0012699999999999999,0.436,100.014,2019-07-12,album,genius.com,0.07278481012658232,0.006329113924050633,0.0,0.00949367088607595,0.0,0.07278481012658232,0.0031645569620253164,0.012658227848101266,0.10759493670886083,0.012658227848101266
3855,Always Afternoon,6GMaQmdpwGolGyuW6ZJ9X9,Medasin,62vbsDRAq0qHdezaCOzB0T,58,183226,0.598,0.35700000000000004,-12.104000000000001,1,0.8690000000000001,0.168,75.017,2019-05-10,single,genius.com,0.05536332179930793,0.01730103806228374,0.03460207612456746,0.0259515570934256,0.0259515570934256,0.0449826989619377,0.020761245674740483,0.043252595155709325,0.06920415224913491,0.036332179930795835
3856,Live Forever,0y2Zvt89QMAZ9gEYvB5hpO,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,56,186346,0.7090000000000001,0.392,-8.186,1,0.687,0.34700000000000003,106.992,2019-11-01,album,genius.com,0.058192955589586544,0.029096477794793272,0.01837672281776417,0.052067381316998486,0.0214395099540582,0.052067381316998486,0.007656967840735069,0.0643185298621746,0.08116385911179168,0.035222052067381326
3857,En Guerra,6dJPqP0gHP6iAZuIk1njBs,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,73,221386,0.39399999999999996,0.45399999999999996,-7.598,1,0.337,0.35700000000000004,184.805,2019-04-12,album,genius.com,0.11875000000000004,0.13125000000000003,0.13750000000000004,0.11875000000000004,0.15000000000000005,0.12500000000000003,0.13125000000000003,0.0125,0.12500000000000003,0.13750000000000004
3858,For The First Time,1MxZlc5Ns67T9ri6ZpXMK5,Best Coast,5YkBrE0wF8cAlq3GCOw5Eu,58,218714,0.69,0.6709999999999999,-6.193,1,0.00805,0.574,109.96,2019-11-05,single,genius.com,0.0,0.004201680672268907,0.04201680672268907,0.0,0.008403361344537815,0.0021008403361344537,0.0,0.0,0.0021008403361344537,0.044117647058823525
3859,Made Me ,45jYIJVqddvpQzOE04GJ5D,Tyga,5LHRHt1k9lMyONurDHEdrp,61,169042,0.779,0.662,-5.394,0,0.0808,0.41700000000000004,87.037,2019-06-07,album,genius.com,0.009828009828009828,0.012285012285012284,0.0343980343980344,0.004914004914004914,0.044226044226044224,0.012285012285012284,0.009828009828009828,0.019656019656019656,0.02948402948402948,0.03931203931203931
3860,Found Me ,7ubEV4AIzzuaGKnl23GhjR,The Him,5WdqBAQhGFCrZvBKXiPIu7,64,192820,0.667,0.8240000000000001,-4.6819999999999995,1,0.0668,0.59,117.01899999999999,2019-05-03,single,genius.com,0.055194805194805206,0.012987012987012988,0.012987012987012988,0.05194805194805196,0.00974025974025974,0.09740259740259742,0.003246753246753247,0.055194805194805206,0.10714285714285716,0.016233766233766236
3861,Cap A Lot,3iSLtUIKsnwHvN8rxnikkN,Fredo Bang,4yTmEo2clwWq2jwelvqgVv,56,122373,0.857,0.58,-8.32,1,0.0089,0.527,156.039,2019-11-15,single,genius.com,0.10450160771704171,0.006430868167202572,0.001607717041800643,0.10289389067524107,0.10932475884244364,0.10450160771704171,0.0,0.0884244372990353,0.21704180064308737,0.00482315112540193
3862,Unjudge Me ,79wb40ryIvsCsoYo0qg6kA,Calboy,0HkcYmcjrBR3SCw9Ld5VZk,57,206440,0.47,0.721,-7.095,1,0.315,0.428,148.957,2019-05-31,album,genius.com,0.037735849056603765,0.008086253369272238,0.0215633423180593,0.016172506738544475,0.01078167115902965,0.013477088948787063,0.008086253369272238,0.032345013477088944,0.06469002695417787,0.037735849056603765
3863,ACT,7LQEYhXOMGiXEGi0z0uzcW,Comethazine,1iJdyDcY98X3GMnUesl7tf,57,115568,0.8690000000000001,0.271,-13.675,1,0.0643,0.419,133.03,2019-07-26,album,genius.com,0.0,0.016260162601626018,0.020325203252032523,0.0040650406504065045,0.028455284552845534,0.0,0.012195121951219513,0.012195121951219513,0.016260162601626018,0.032520325203252036
3864,HOLD UP ,1HBSjsCvLt4Q0e3RsfMduh,DDG,0WK3H9OErSn5zKOkOV5egm,56,205120,0.517,0.58,-5.501,0,0.654,0.649,171.505,2019-11-01,album,genius.com,0.059405940594059396,0.0049504950495049506,0.0049504950495049506,0.0049504950495049506,0.034653465346534656,0.034653465346534656,0.029702970297029705,0.0049504950495049506,0.06435643564356434,0.034653465346534656
3865,Gang Unit,7pHQiDcMEoNV5zkZCoFNhC,Lil Loaded,7scapvSjZLSm0fBgqGM0Mn,60,106736,0.917,0.682,-7.846,1,0.187,0.711,99.038,2019-10-27,single,genius.com,0.008522727272727272,0.034090909090909095,0.03977272727272727,0.014204545454545456,0.04829545454545454,0.008522727272727272,0.036931818181818184,0.014204545454545456,0.036931818181818184,0.051136363636363626
3866,Gametime,7uWVXAs3m8C1j3MnhIwwcu,Shepherd,0YHuTR40zc9yqfoSSArQxU,60,240000,0.772,0.898,-5.434,0,0.0513,0.708,150.005,2019-08-09,single,genius.com,0.05,0.023333333333333334,0.03333333333333333,0.03666666666666667,0.030000000000000002,0.043333333333333335,0.0033333333333333335,0.043333333333333335,0.06333333333333334,0.04
3867,White Trash,4mNGnREngXygZbdwHy9Ymp,Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,56,190480,0.5489999999999999,0.922,-4.6419999999999995,1,0.0349,0.804,183.997,2019-11-01,album,genius.com,0.025641025641025644,0.029304029304029307,0.018315018315018316,0.018315018315018316,0.018315018315018316,0.02197802197802198,0.007326007326007326,0.014652014652014652,0.03663003663003663,0.03663003663003663
3868,Trouble,62UQj5LkqTpNaXqpY4i0Io,Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,57,203213,0.665,0.349,-11.459000000000001,1,0.594,0.244,123.031,2019-04-10,album,genius.com,0.01466992665036675,0.012224938875305624,0.007334963325183374,0.04156479217603912,0.01466992665036675,0.009779951100244499,0.0024449877750611247,0.022004889975550126,0.06845965770171146,0.026894865525672378
3869,Equally Lost ,0zFComc9VzjCKWm4PSbIJk,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,62,134845,0.654,0.7659999999999999,-5.48,1,0.0178,0.521,187.90099999999998,2019-09-20,album,genius.com,0.0593607305936073,0.0136986301369863,0.0091324200913242,0.0045662100456621,0.0319634703196347,0.0639269406392694,0.0045662100456621,0.0045662100456621,0.0730593607305936,0.0136986301369863
3870,Want You In My Room,6cDPJqKw8PUBw5SigKszrL,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,59,166293,0.669,0.812,-5.865,0,0.00883,0.32799999999999996,96.917,2019-05-17,album,genius.com,0.021084337349397592,0.0316265060240964,0.030120481927710854,0.006024096385542169,0.02861445783132531,0.01957831325301205,0.012048192771084336,0.018072289156626505,0.0316265060240964,0.05722891566265058
3871,Tales,6kmSmIbfnGTaGCgwFW7umS,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,58,173280,0.773,0.82,-4.454,1,0.348,0.7170000000000001,140.02100000000002,2019-04-26,album,genius.com,0.014112903225806451,0.008064516129032258,0.004032258064516129,0.010080645161290322,0.03629032258064514,0.04233870967741933,0.0,0.012096774193548387,0.03427419354838708,0.008064516129032258
3872,Old Lady ,6EOqzUZDen3bgjASgcnxBA,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,56,257360,0.5660000000000001,0.134,-15.662,0,0.943,0.268,142.136,2019-09-13,album,genius.com,0.005263157894736842,0.007894736842105263,0.010526315789473684,0.007894736842105263,0.002631578947368421,0.005263157894736842,0.0,0.005263157894736842,0.01842105263157895,0.03157894736842106
3873,Six,5os4iDInR4chqaCdXi895k,Sleeping At Last,0MeLMJJcouYXCymQSHPn8g,59,254853,0.228,0.348,-9.748,1,0.875,0.17800000000000002,109.255,2019-07-11,album,genius.com,0.024024024024024024,0.012012012012012012,0.009009009009009009,0.015015015015015015,0.009009009009009009,0.02702702702702703,0.0,0.018018018018018018,0.024024024024024024,0.02702702702702703
3874,Manifest,7oChm7YC5PS1NvEkRCgswG,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,59,317413,0.631,0.619,-6.403,0,0.321,0.41700000000000004,100.258,2019-03-22,album,genius.com,0.022448979591836737,0.04489795918367345,0.0163265306122449,0.018367346938775512,0.0326530612244898,0.014285714285714287,0.018367346938775512,0.028571428571428574,0.0326530612244898,0.05102040816326528
3875,All Together ,1ucn3B55IQQcQ8PPHcFtDS,ILLENIUM,45eNHdiiabvmbp4erw26rg,58,238557,0.4370000000000001,0.688,-5.315,1,0.0656,0.193,130.114,2019-08-16,album,genius.com,0.017326732673267328,0.05445544554455447,0.019801980198019802,0.014851485148514853,0.009900990099009901,0.012376237623762377,0.05198019801980199,0.027227722772277224,0.039603960396039604,0.09158415841584162
3876,Country Boy,7G8BwGbcr95UD6M3kh41Yp,NoCap,4PNHuWkk4ee6R8WEhFVPf5,44,167026,0.637,0.478,-8.767999999999999,0,0.109,0.555,107.705,2019-11-19,album,genius.com,0.00641025641025641,0.01923076923076923,0.01923076923076923,0.01282051282051282,0.022435897435897433,0.009615384615384616,0.016025641025641024,0.009615384615384616,0.025641025641025637,0.04166666666666667
3877,Dead of Night,4WDazmiEd5PyY3taS11VfD,Orville Peck,46auOkH1pk28rWrSoUNhLo,58,239000,0.506,0.565,-11.003,1,0.816,0.486,100.05,2019-03-22,album,genius.com,0.0022522522522522522,0.029279279279279286,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0045045045045045045,0.0022522522522522522
3878,Get Loose,2vlVGelTcX3F7lythTb0Bh,Blaze,5pqwOM7wmiMwQCjQ18mW5i,60,157884,0.737,0.667,-4.902,0,0.0864,0.6579999999999999,149.04,2019-05-24,single,genius.com,0.051219512195121976,0.007317073170731708,0.026829268292682933,0.040243902439024405,0.01951219512195122,0.04268292682926831,0.007317073170731708,0.04634146341463417,0.05731707317073174,0.035365853658536596
3879,First Day In,7bGScKKX41XQHBIA4U1IeG,NoCap,4PNHuWkk4ee6R8WEhFVPf5,44,155663,0.74,0.626,-7.135,0,0.10300000000000001,0.588,90.654,2019-11-19,album,genius.com,0.0,0.0029498525073746312,0.0029498525073746312,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787
3880,Even If It Hurts ,0dK65MHzlEfrImScmaNNvl,Tei Shi,1xcMOgFUM1IYZE22YjCvsL,59,250920,0.6,0.684,-6.0729999999999995,0,0.262,0.642,192.055,2019-09-27,single,genius.com,0.017241379310344827,0.005747126436781609,0.034482758620689655,0.011494252873563218,0.017241379310344827,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.022988505747126436,0.06321839080459771
3881,coming up for air,3VUZPfPPR6pTMacV8Bd0cF,MisterWives,5ivCbtrcD5N4rD337xIb2z,57,192293,0.649,0.81,-4.246,1,0.000659,0.467,102.962,2019-11-08,single,genius.com,0.07664233576642336,0.09124087591240874,0.06204379562043797,0.0364963503649635,0.08029197080291971,0.04744525547445256,0.02554744525547445,0.04744525547445256,0.05839416058394162,0.10948905109489047
3882,How I Move ,14X1WxiHXdVRJ99cMCBzOE,Flipp Dinero,2HUwZ0kumzCSlhFcjFZfpp,41,224915,0.826,0.635,-5.181,0,0.102,0.8079999999999999,119.954,2019-11-22,album,genius.com,0.011799410029498525,0.02359882005899705,0.04129793510324484,0.0029498525073746312,0.029498525073746312,0.0029498525073746312,0.017699115044247787,0.0058997050147492625,0.017699115044247787,0.05014749262536873
3883,Racks on Racks,0SfG57HqtBNqKN9O27fo1s,Lil Pump,3wyVrVrFCkukjdVIdirGVY,65,129777,0.8220000000000001,0.484,-7.166,1,0.0311,0.0934,150.061,2019-01-31,single,genius.com,0.04119850187265917,0.009363295880149813,0.06741573033707864,0.04119850187265917,0.011235955056179775,0.029962546816479408,0.009363295880149813,0.03745318352059925,0.04868913857677901,0.07865168539325844
3884,Dylan Thomas,6x14wL9HvABR2Rix8N88EH,Better Oblivion Community Center,3NBmfDV6Yh3hjuQUBVvYgO,58,216786,0.5920000000000001,0.805,-7.995,1,0.000128,0.505,116.072,2019-01-24,album,genius.com,0.010471204188481676,0.031413612565445025,0.01832460732984293,0.010471204188481676,0.01832460732984293,0.013089005235602094,0.010471204188481676,0.010471204188481676,0.02094240837696335,0.049738219895287976
3885,All I Want for Christmas Is You,1bCQIvugIRkL0yLG5cvQcZ,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,61,241560,0.504,0.61,-7.2810000000000015,1,0.18,0.35200000000000004,150.097,2019-11-01,album,genius.com,0.019230769230769232,0.02197802197802198,0.02197802197802198,0.008241758241758242,0.030219780219780223,0.013736263736263738,0.016483516483516484,0.01098901098901099,0.027472527472527476,0.049450549450549434
3886,All about you,7fftC401ke4BzA3ucPIXES,TAEYEON,3qNVuliS40BLgXGxhdBdqu,72,209482,0.531,0.287,-7.091,1,0.915,0.491,135.55,2019-07-21,single,genius.com,0.01593625498007968,0.03187250996015936,0.027888446215139442,0.00796812749003984,0.01593625498007968,0.01195219123505976,0.0,0.00796812749003984,0.01195219123505976,0.04382470119521911
3887,Whoa,2E0UymXqHER6j37pBoHTC0,Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,59,199179,0.665,0.516,-11.27,0,0.121,0.494,93.98299999999999,2019-08-16,album,genius.com,0.018867924528301886,0.03773584905660377,0.035849056603773584,0.007547169811320755,0.022641509433962263,0.011320754716981131,0.02452830188679245,0.018867924528301886,0.015094339622641508,0.06226415094339622
3888,Peace Sign,5ZVDsZ80Gzhv9FxuLw286N,Trill Clinton,0ZOARGnLCsJnUvvGhE7no6,55,63164,0.7020000000000001,0.499,-11.538,0,0.159,0.419,120.087,2019-10-01,single,genius.com,0.02127659574468085,0.012765957446808512,0.012765957446808512,0.00851063829787234,0.012765957446808512,0.03829787234042553,0.00425531914893617,0.01702127659574468,0.03404255319148936,0.02127659574468085
3889,El Agricultor,1JAak9XVWbVpxqcxUBXik7,Los Tucanes De Tijuana,014WIDx7H4BRCHB1faiisK,38,154762,0.6729999999999999,0.843,-4.282,1,0.18600000000000005,0.93,209.05200000000002,2019-11-22,single,genius.com,0.038860103626943004,0.02072538860103627,0.01295336787564767,0.06994818652849742,0.038860103626943004,0.03367875647668393,0.018134715025906738,0.08290155440414507,0.09844559585492224,0.025906735751295335
3890,Zoo ,5SBOdLSx6cOKFLyDZXdtOj,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,57,172810,0.727,0.581,-6.5520000000000005,1,0.138,0.131,150.151,2019-08-09,single,genius.com,0.038314176245210725,0.07279693486590037,0.12260536398467438,0.034482758620689655,0.1187739463601533,0.06513409961685822,0.022988505747126436,0.034482758620689655,0.05363984674329501,0.12260536398467438
3891,Menace 2 ,4XRABck4iyZrh5yJ7nOWOi,Quality Control,6i392l38cR3uBPF0DbNs7S,57,144337,0.955,0.483,-8.731,1,0.105,0.624,130.003,2019-08-16,album,genius.com,0.02994011976047904,0.02395209580838323,0.038922155688622756,0.03293413173652694,0.017964071856287425,0.03293413173652694,0.008982035928143714,0.038922155688622756,0.04491017964071857,0.04491017964071857
3892,In A Spiral,290SZlJ3BPDbczcxLJ7nlb,Phantogram,1l9d7B8W0IHy3LqWsxP2SH,58,202586,0.44,0.945,-4.849,1,0.000333,0.542,166.924,2019-10-09,single,genius.com,0.08994708994708994,0.015873015873015872,0.026455026455026454,0.08994708994708994,0.005291005291005291,0.09788359788359788,0.0026455026455026454,0.09259259259259259,0.09788359788359788,0.042328042328042326
3893,See Me,4eTpR71VWfTee42OKPaQcz,Melii,4udfTw7V8jI4AHi7PEfJfj,57,140353,0.44,0.575,-7.53,0,0.51,0.215,169.893,2019-03-27,album,genius.com,0.0038022813688212928,0.0038022813688212928,0.04182509505703422,0.034220532319391636,0.015209125475285171,0.022813688212927757,0.0076045627376425855,0.030418250950570346,0.06083650190114067,0.0494296577946768
3894,8LBS,2Jfa96kdmY9eCTS7TYgUcQ,Justin Rarri,7atuUUktuP1wDbkkgdNvxI,57,186708,0.628,0.51,-7.593,0,0.583,0.363,154.942,2019-10-25,single,genius.com,0.043859649122807015,0.02631578947368421,0.008771929824561403,0.02631578947368421,0.008771929824561403,0.02631578947368421,0.008771929824561403,0.03508771929824561,0.05263157894736842,0.017543859649122806
3895,Nadie Lo Sabe,0xkUr72eFk4GjSRoEHOyfD,J Alvarez,6XFITTl7cFTdopDY3lUdlY,69,193280,0.665,0.701,-5.381,1,0.203,0.867,173.93900000000005,2019-10-04,single,genius.com,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.007575757575757576,0.05303030303030303,0.030303030303030304,0.007575757575757576,0.022727272727272728,0.03787878787878788,0.09090909090909088
