,Song,Song_ID,Artists,Artists_Id,Popularity,Lengthofsing_ms,danceability,energy,loudness,Modemajor1_happier,acousticness,valence,tempo,Release_date,Album_type,source,Fear,Trust,Joy,Disgust,Anticipation,Sadness,Suprise,Anger,Negative,Positive
0,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,98,175720,0.598,0.4270000000000001,-8.764,0,0.0546,0.0605,76.469,10/4/19,single,genius.com,0.04,0.049999999999999996,0.04,0.01,0.035,0.025,0.025,0.025,0.045,0.049999999999999996
1,Circles,21jGcNKet2qwijlDFuPiPb,Post Malone,246dkjvS1zLTtiykXe5h60,100,215280,0.695,0.762,-3.497,1,0.192,0.5529999999999999,120.042,9/6/19,album,genius.com,0.02884615384615384,0.025641025641025637,0.03205128205128205,0.025641025641025637,0.038461538461538464,0.01923076923076923,0.009615384615384616,0.025641025641025637,0.038461538461538464,0.03205128205128205
2,Bandit ,6Gg1gjgKi2AK4e0qzsR7sd,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,94,189322,0.474,0.631,-5.8839999999999995,0,0.0687,0.425,180.051,10/4/19,single,genius.com,0.061749571183533476,0.00686106346483705,0.008576329331046312,0.03945111492281304,0.00686106346483705,0.03773584905660377,0.005145797598627787,0.065180102915952,0.08233276157804464,0.013722126929674101
3,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,99,206458,0.505,0.34,-9.005,1,0.5760000000000001,0.0916,101.993,10/23/19,single,genius.com,0.03641456582633053,0.0028011204481792717,0.13725490196078433,0.03081232492997199,0.0028011204481792717,0.044817927170868334,0.0196078431372549,0.03361344537815126,0.0476190476190476,0.1456582633053221
4,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,blackbear,2cFrymmkijnjDg9SS92EPM,97,185093,0.778,0.5589999999999999,-7.109,0,0.128,0.6779999999999999,129.989,8/23/19,single,genius.com,0.03333333333333333,0.00196078431372549,0.00784313725490196,0.047058823529411764,0.0,0.043137254901960784,0.0,0.07843137254901955,0.08627450980392148,0.01568627450980392
5,Memories,2b8fOow8UzyDFAE27YhOZM,Maroon 5,04gDigrS5kc9YWfZHwBETP,99,189486,0.764,0.32,-7.209,1,0.8370000000000001,0.575,91.01899999999999,9/20/19,single,genius.com,0.03405572755417957,0.03095975232198143,0.015479876160990714,0.0030959752321981426,0.009287925696594427,0.01238390092879257,0.006191950464396285,0.01238390092879257,0.021671826625387,0.03405572755417957
6,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,96,182160,0.501,0.405,-5.678999999999999,1,0.7509999999999999,0.446,109.891,5/17/19,album,genius.com,0.03036876355748373,0.019522776572668113,0.01735357917570499,0.03036876355748373,0.008676789587852495,0.02386117136659436,0.0065075921908893716,0.043383947939262486,0.04772234273318874,0.036876355748373106
7,Camelot,4sWuPniHClkInYAnzXAYUF,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,90,148759,0.787,0.713,-5.252000000000002,1,0.0849,0.762,175.041,9/13/19,single,genius.com,0.008955223880597015,0.023880597014925373,0.011940298507462687,0.005970149253731343,0.01791044776119403,0.0029850746268656717,0.005970149253731343,0.005970149253731343,0.008955223880597015,0.020895522388059702
8,Follow God,2QpGZOhTCHHiKmpSO9FW4h,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,93,104591,0.529,0.9,-3.503,1,0.000248,0.434,180.291,10/25/19,album,genius.com,0.02631578947368421,0.009868421052631578,0.006578947368421052,0.013157894736842105,0.019736842105263157,0.01644736842105263,0.003289473684210526,0.02631578947368421,0.023026315789473683,0.023026315789473683
9,Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,Lizzo,56oDRnqbIiwx4mymNEv7dS,91,173325,0.715,0.624,-3.0460000000000003,0,0.11,0.41200000000000003,158.08700000000005,5/3/19,album,genius.com,0.029411764705882353,0.043137254901960784,0.03137254901960784,0.00392156862745098,0.03137254901960784,0.03137254901960784,0.023529411764705882,0.023529411764705882,0.043137254901960784,0.045098039215686274
10,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,95,245425,0.7040000000000001,0.225,-14.454,0,0.902,0.243,120.006,11/13/19,single,genius.com,0.0389294403892944,0.012165450121654502,0.009732360097323601,0.0072992700729927005,0.012165450121654502,0.029197080291970805,0.009732360097323601,0.0340632603406326,0.07542579075425786,0.0364963503649635
11,Money In The Grave ,5ry2OE6R2zPQFDO85XkgRb,Drake,3TVXtAsR1Inumwj472S9r4,91,205426,0.831,0.502,-4.045,0,0.10099999999999999,0.10099999999999999,100.541,6/15/19,single,genius.com,0.03787878787878786,0.03030303030303029,0.024621212121212113,0.02083333333333333,0.02083333333333333,0.02272727272727272,0.018939393939393936,0.053030303030303,0.05492424242424239,0.028409090909090898
12,Ransom,1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,92,131240,0.745,0.642,-6.2570000000000014,0,0.0204,0.226,179.97400000000005,8/30/19,album,genius.com,0.01827676240208877,0.01827676240208877,0.005221932114882507,0.015665796344647518,0.00783289817232376,0.015665796344647518,0.00783289817232376,0.015665796344647518,0.031331592689295036,0.010443864229765013
13,BOP,6Ozh9Ok6h4Oi1wUSLtBseN,DaBaby,4r63FhuTkUYltbVAg5TQnk,89,159714,0.769,0.787,-3.909,1,0.18899999999999997,0.836,126.77,9/27/19,album,genius.com,0.025404157043879903,0.020785219399538105,0.016166281755196306,0.020785219399538105,0.009237875288683603,0.025404157043879903,0.0023094688221709007,0.032332563510392605,0.03926096997690531,0.027713625866050803
14,Take What You Want ,7CZyCXKG6d5ALeq41sLzbw,Post Malone,246dkjvS1zLTtiykXe5h60,92,229573,0.499,0.8,-2.665,0,0.0906,0.272,139.91899999999998,9/6/19,album,genius.com,0.020066889632107024,0.023411371237458196,0.026755852842809368,0.0033444816053511705,0.016722408026755852,0.013377926421404682,0.016722408026755852,0.016722408026755852,0.026755852842809368,0.03344481605351171
15,VIBEZ,0fySG6A6qLE8IvDpayb5bM,DaBaby,4r63FhuTkUYltbVAg5TQnk,88,144935,0.768,0.652,-2.708,0,0.113,0.777,154.187,9/27/19,album,genius.com,0.08203125,0.01953125,0.0234375,0.08203125,0.02734375,0.1015625,0.01171875,0.08203125,0.1015625,0.0234375
16,Goodbyes ,0t3ZvGKlmYmVsDzBJAXK8C,Post Malone,246dkjvS1zLTtiykXe5h60,94,174853,0.5479999999999999,0.653,-3.875,1,0.456,0.163,150.06799999999996,9/6/19,album,genius.com,0.033519553072625705,0.0111731843575419,0.02048417132216015,0.0111731843575419,0.0186219739292365,0.01675977653631285,0.0111731843575419,0.0837988826815642,0.040968342644320296,0.027932960893854757
17,bad guy,2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,96,194087,0.701,0.425,-10.965,1,0.32799999999999996,0.562,135.128,3/29/19,album,genius.com,0.025931928687196112,0.032414910858995144,0.030794165316045386,0.025931928687196112,0.043760129659643425,0.022690437601296597,0.0340356564019449,0.040518638573743916,0.0518638573743922,0.05024311183144244
18,Hot ,5Z8HZM6iQMhhqyPcCGY5g9,Young Thug,50co4Is1HCEo8bhOyUWKpn,88,193026,0.855,0.6509999999999999,-8.044,0,0.063,0.5589999999999999,111.99700000000001,8/16/19,album,genius.com,0.0502283105022831,0.0045662100456621,0.0273972602739726,0.0319634703196347,0.0319634703196347,0.0319634703196347,0.0136986301369863,0.0273972602739726,0.0639269406392694,0.045662100456621
19,Suge,2gwkD6igEhQbDQegRCcdoB,DaBaby,4r63FhuTkUYltbVAg5TQnk,88,163320,0.8759999999999999,0.662,-6.482,0,0.0608,0.8440000000000001,75.445,3/1/19,album,genius.com,0.011135857461024499,0.011135857461024499,0.006681514476614699,0.011135857461024499,0.011135857461024499,0.020044543429844096,0.006681514476614699,0.015590200445434299,0.033407572383073486,0.011135857461024499
20,Trampoline ,1iQDltZqI7BXnHrFy4Qo1k,SHAED,3KwmxIhSe9UTSEF37kwngR,94,184280,0.619,0.45899999999999996,-5.782,0,0.56,0.498,126.803,9/26/19,single,genius.com,0.029535864978902943,0.014767932489451477,0.012658227848101266,0.03797468354430379,0.008438818565400843,0.021097046413502105,0.004219409282700422,0.04430379746835443,0.04430379746835443,0.08227848101265826
21,Enemies ,0Xek5rqai2jcOWCYWJfVCF,Post Malone,246dkjvS1zLTtiykXe5h60,89,196760,0.542,0.674,-4.169,1,0.0588,0.667,76.388,9/6/19,album,genius.com,0.011494252873563218,0.02528735632183908,0.034482758620689655,0.016091954022988506,0.020689655172413793,0.011494252873563218,0.016091954022988506,0.022988505747126436,0.03908045977011494,0.04597701149425287
22,Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,Tones and I,2NjfBq1NflQcKSeiDooVjY,97,209438,0.8240000000000001,0.588,-6.4,0,0.6920000000000001,0.513,98.027,10/17/19,single,genius.com,0.04166666666666667,0.020833333333333332,0.03869047619047619,0.0,0.03869047619047619,0.020833333333333332,0.020833333333333332,0.01488095238095238,0.03273809523809523,0.04166666666666667
23,Make No Sense,6klLvorLoo1sxvZcjJIY8I,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,86,148629,0.8759999999999999,0.733,-4.478,0,0.0208,0.9620000000000001,154.904,10/11/19,album,genius.com,0.0053475935828877,0.0106951871657754,0.0160427807486631,0.0213903743315508,0.10695187165775395,0.0053475935828877,0.0053475935828877,0.026737967914438502,0.026737967914438502,0.0160427807486631
24,Hot ,56AMYGJzxBO6p8v0wEe9de,Young Thug,50co4Is1HCEo8bhOyUWKpn,89,279906,0.848,0.713,-5.636,0,0.158,0.509,111.984,11/1/19,single,genius.com,0.027833001988071576,0.033797216699801194,0.029821073558648117,0.033797216699801194,0.02186878727634195,0.013916500994035783,0.019880715705765408,0.045725646123260424,0.057654075546719655,0.0497017892644135
25,No Guidance ,6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,88,260640,0.698,0.45399999999999996,-6.756,0,0.12300000000000001,0.13699999999999998,92.932,6/28/19,album,genius.com,0.06493506493506494,0.01785714285714286,0.00487012987012987,0.0616883116883117,0.008116883116883118,0.05681818181818183,0.0016233766233766235,0.06655844155844157,0.07142857142857144,0.02597402597402598
26,Graveyard,6V9fHiv84WlVTg7CSnIVY2,Halsey,26VFTg2z8YR0cCuwLzESi2,92,181805,0.667,0.583,-5.127000000000002,0,0.231,0.187,92.04299999999999,9/13/19,single,genius.com,0.01263157894736842,0.021052631578947364,0.00631578947368421,0.004210526315789474,0.010526315789473684,0.010526315789473684,0.008421052631578947,0.010526315789473684,0.01894736842105263,0.01894736842105263
27,Look At Her Now,4yI3HpbSFSgFZtJP2kDe5m,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,93,162595,0.563,0.564,-7.9060000000000015,0,0.114,0.55,154.355,10/24/19,single,genius.com,0.04384133611691022,0.016701461377870565,0.0020876826722338203,0.02296450939457203,0.012526096033402923,0.03340292275574113,0.006263048016701461,0.0417536534446764,0.05427974947807931,0.03340292275574113
28,Saint-Tropez,05mDaV9Vb3wrzjF6OPZnhq,Post Malone,246dkjvS1zLTtiykXe5h60,90,150866,0.617,0.684,-3.6180000000000003,1,0.0545,0.295,132.113,9/6/19,album,genius.com,0.0,0.004975124378109453,0.009950248756218905,0.004975124378109453,0.02487562189054726,0.004975124378109453,0.004975124378109453,0.0,0.004975124378109453,0.009950248756218905
29,Hot Shower,00ko9WaS4jOX1kEk3gvHjf,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,86,225923,0.897,0.522,-7.5779999999999985,1,0.0016,0.623,149.986,7/26/19,album,genius.com,0.024390243902439022,0.003048780487804878,0.006097560975609756,0.021341463414634144,0.018292682926829267,0.0,0.006097560975609756,0.0,0.030487804878048776,0.006097560975609756
30,Bad Bad Bad ,1GeNui6m825V8jP4uKiIaH,Young Thug,50co4Is1HCEo8bhOyUWKpn,86,149040,0.9740000000000001,0.596,-8.888,1,0.0976,0.892,111.959,8/16/19,album,genius.com,0.05740181268882177,0.024169184290030208,0.021148036253776432,0.027190332326283984,0.021148036253776432,0.04531722054380665,0.03927492447129909,0.04531722054380665,0.05438066465256799,0.04833836858006043
31,VALENTINO,0c7K73roy6RW4ebDkf4yGh,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,88,179133,0.745,0.718,-4.853,0,0.19699999999999998,0.539,151.097,1/25/19,single,genius.com,0.0169971671388102,0.028328611898017005,0.04815864022662891,0.0169971671388102,0.04249291784702551,0.0056657223796034,0.0169971671388102,0.03399433427762041,0.056657223796034016,0.053824362606232315
32,Pop Out ,6uFn47ACjqYkc0jADwEdj1,Polo G,6AgTAQt8XS6jRWi4sX7w49,87,166560,0.772,0.639,-7.119,1,0.15,0.261,168.112,6/7/19,album,genius.com,0.003236245954692557,0.012944983818770227,0.06472491909385117,0.00970873786407767,0.016181229773462785,0.0,0.003236245954692557,0.00970873786407767,0.03236245954692557,0.07766990291262141
33,Panini,6fTt0CH2t0mdeB2N9XFG5r,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,89,114893,0.703,0.594,-6.146,0,0.342,0.475,153.84799999999996,6/21/19,single,genius.com,0.043782837127845885,0.02276707530647986,0.01926444833625219,0.03677758318739054,0.01926444833625219,0.03152364273204904,0.021015761821366025,0.0542907180385289,0.0805604203152365,0.03152364273204904
34,Liar,7LzouaWGFCy4tkXDOOnEyM,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,94,207038,0.74,0.498,-6.684,0,0.0169,0.652,98.016,9/4/19,single,genius.com,0.020920502092050205,0.016736401673640166,0.029288702928870283,0.025104602510460244,0.020920502092050205,0.020920502092050205,0.014644351464435146,0.035564853556485344,0.037656903765690364,0.04811715481171546
35,Did It Again,4guBZjUyrGoHsTahO3IHdj,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,86,116240,0.6859999999999999,0.561,-9.929,0,0.185,0.18600000000000005,148.775,8/30/19,album,genius.com,0.0182370820668693,0.02127659574468085,0.016717325227963525,0.019756838905775075,0.028875379939209727,0.013677811550151976,0.0060790273556231,0.030395136778115502,0.044072948328267476,0.025835866261398176
36,ROXANNE,696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,0vRvGUQVUjytro0xpb26bs,90,163636,0.621,0.601,-5.6160000000000005,0,0.0522,0.457,116.735,10/10/19,single,genius.com,0.024767801857585144,0.006191950464396285,0.0030959752321981426,0.015479876160990714,0.006191950464396285,0.055727554179566575,0.01238390092879257,0.03095975232198143,0.07120743034055728,0.015479876160990714
37,Beautiful People ,4evmHXcjt3bTUHD1cvny97,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,93,197866,0.64,0.648,-8.113,0,0.124,0.5479999999999999,92.977,6/28/19,single,genius.com,0.005865102639296188,0.011730205278592375,0.03519061583577713,0.017595307917888565,0.01466275659824047,0.00879765395894428,0.023460410557184754,0.005865102639296188,0.02052785923753666,0.046920821114369494
38,Good as Hell ,07Oz5StQ7GRoygNLaXs2pd,Lizzo,56oDRnqbIiwx4mymNEv7dS,91,159011,0.6679999999999999,0.892,-3.0010000000000003,0,0.298,0.478,95.927,10/25/19,single,genius.com,0.0155440414507772,0.012953367875647668,0.009067357512953369,0.02072538860103627,0.02072538860103627,0.014248704663212434,0.0155440414507772,0.02720207253886011,0.033678756476683946,0.022020725388601038
39,Hate Me ,6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,89,186223,0.657,0.768,-4.628,1,0.10800000000000001,0.759,75.025,6/26/19,single,genius.com,0.04778156996587031,0.006825938566552901,0.020477815699658702,0.017064846416382253,0.010238907849829351,0.05119453924914676,0.010238907849829351,0.0341296928327645,0.06484641638225257,0.03071672354948805
40,Immortal,4IO8X9W69dIQe0EC5ALXhq,21 Savage,1URnnhqYAYcrqrcwql10ft,85,254723,0.741,0.87,-3.4939999999999998,0,0.00813,0.6629999999999999,184.19400000000002,10/31/19,single,genius.com,0.0353356890459364,0.04240282685512367,0.0353356890459364,0.010600706713780918,0.04240282685512367,0.010600706713780918,0.0,0.007067137809187279,0.010600706713780918,0.05300353356890458
41,Baby,2nKYHpmwjLaEOXS3o7QMiz,Quality Control,6i392l38cR3uBPF0DbNs7S,84,142417,0.97,0.46299999999999997,-7.258999999999999,1,0.0957,0.46,108.00299999999999,7/17/19,single,songlyrics.com,0.032000000000000015,0.01,0.016,0.032000000000000015,0.008,0.014,0.008,0.054000000000000034,0.07200000000000005,0.02600000000000001
42,Stuck In A Dream ,7iHHxY2NLlJRAmlAmC4ahQ,Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,86,123560,0.748,0.648,-6.445,0,0.48100000000000004,0.726,139.952,11/8/19,album,genius.com,0.024390243902439032,0.0075046904315197,0.009380863039399626,0.028142589118198884,0.022514071294559106,0.018761726078799255,0.00375234521575985,0.028142589118198884,0.0375234521575985,0.028142589118198884
43,Somebody,735RSTb2xbtWbDtKD9XDYi,Internet Money,6MPCFvOQv5cIGfw3jODMF0,85,174333,0.63,0.6709999999999999,-6.659,0,0.363,0.33299999999999996,89.921,10/11/19,single,genius.com,0.05565217391304351,0.008695652173913044,0.010434782608695653,0.026086956521739126,0.012173913043478262,0.052173913043478286,0.008695652173913044,0.02956521739130434,0.06608695652173915,0.01565217391304348
44,Woah,598yNsG1JFrGd4n2kMoz7F,Lil Baby,5f7VJjfbwm532GiveGC0ZK,85,183011,0.882,0.602,-5.553999999999999,1,0.0177,0.43,142.959,11/8/19,single,genius.com,0.0051813471502590676,0.0,0.0051813471502590676,0.0025906735751295338,0.0,0.0025906735751295338,0.0,0.0025906735751295338,0.0051813471502590676,0.0051813471502590676
45,Heartless ,0rFQ5cKYJ9WtHSKp9sxVYt,Diplo,5fMUXHkw8R8eOP2RNVYEZX,85,169226,0.764,0.555,-6.414,1,0.275,0.255,111.00399999999999,8/16/19,single,genius.com,0.0273972602739726,0.0365296803652968,0.0136986301369863,0.0136986301369863,0.0410958904109589,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0228310502283105,0.0365296803652968
46,Lover,1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,06HL4z0CvFAxyc27GXpf02,89,221306,0.359,0.5429999999999999,-7.5820000000000025,1,0.4920000000000001,0.45299999999999996,68.53399999999999,8/23/19,album,genius.com,0.015584415584415586,0.007792207792207792,0.02337662337662338,0.01038961038961039,0.0025974025974025974,0.012987012987012988,0.01038961038961039,0.020779220779220783,0.031168831168831176,0.028571428571428577
47,Motivation,0rIAC4PXANcKmitJfoqmVm,Normani,2cWZOOzeOm4WmBJRnD5R7I,89,193837,0.599,0.887,-3.967,1,0.0192,0.8809999999999999,170.918,8/16/19,single,genius.com,0.0389294403892944,0.012165450121654502,0.009732360097323601,0.0072992700729927005,0.012165450121654502,0.029197080291970805,0.009732360097323601,0.0340632603406326,0.07542579075425786,0.0364963503649635
48,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,84,243976,0.7290000000000001,0.603,-6.7360000000000015,0,0.0948,0.207,134.972,4/9/19,single,genius.com,0.02371541501976284,0.0434782608695652,0.03952569169960473,0.007905138339920948,0.031620553359683785,0.01976284584980237,0.011857707509881422,0.015810276679841896,0.027667984189723313,0.05138339920948615
49,Robbery,6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,85,240050,0.685,0.6920000000000001,-5.122000000000001,1,0.32799999999999996,0.578,159.966,3/8/19,album,genius.com,0.024691358024691367,0.022633744855967086,0.018518518518518524,0.03292181069958849,0.020576131687242805,0.022633744855967086,0.010288065843621401,0.026748971193415648,0.04732510288065843,0.0411522633744856
50,Closed On Sunday,3JWiDGQX2eTlFvKj3Yssj3,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,86,151873,0.799,0.29100000000000004,-7.353,0,0.873,0.406,97.984,10/25/19,album,genius.com,0.026706231454005934,0.03560830860534124,0.03560830860534124,0.017804154302670624,0.03264094955489614,0.011869436201780416,0.017804154302670624,0.01483679525222552,0.029673590504451036,0.05044510385756675
51,On The Road ,12Fkyg9lpmaz2zmKOfw2Y2,Post Malone,246dkjvS1zLTtiykXe5h60,86,218320,0.442,0.737,-5.046,1,0.0589,0.21,112.93,9/6/19,album,genius.com,0.028767123287671243,0.03972602739726029,0.013698630136986299,0.03972602739726029,0.00684931506849315,0.028767123287671243,0.0027397260273972603,0.08082191780821914,0.08082191780821914,0.04794520547945208
52,On God,2SasoXZyv82yYgHiVOvxQn,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,86,136350,0.41,0.8859999999999999,-4.413,0,0.0671,0.39299999999999996,72.577,10/25/19,album,genius.com,0.013089005235602094,0.007853403141361258,0.013089005235602094,0.010471204188481676,0.010471204188481676,0.010471204188481676,0.010471204188481676,0.013089005235602094,0.015706806282722512,0.010471204188481676
53,South of the Border ,4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,93,204466,0.857,0.621,-6.376,0,0.14800000000000002,0.6679999999999999,97.986,7/12/19,album,genius.com,0.026936026936026928,0.006734006734006734,0.00505050505050505,0.018518518518518514,0.006734006734006734,0.025252525252525245,0.013468013468013466,0.030303030303030293,0.05218855218855217,0.023569023569023562
54,Shotta Flow ,67XyC1GdSkKb9sbRRkUDXS,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,84,176631,0.894,0.511,-4.768,1,0.0251,0.568,120.08,6/20/19,single,genius.com,0.006896551724137931,0.020689655172413793,0.020689655172413793,0.020689655172413793,0.013793103448275862,0.006896551724137931,0.006896551724137931,0.034482758620689655,0.034482758620689655,0.04827586206896552
55,The London ,7DcvwMAiqKJQD1rrdfxSDx,Young Thug,50co4Is1HCEo8bhOyUWKpn,86,200106,0.7959999999999999,0.586,-6.9460000000000015,0,0.0247,0.179,97.98100000000001,5/23/19,single,genius.com,0.015384615384615385,0.0,0.0,0.0,0.011538461538461539,0.046153846153846156,0.0,0.0,0.015384615384615385,0.0
56,Start Wit Me ,5ravc2aiNoYmu9m37diYXW,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,84,146600,0.919,0.556,-6.0489999999999995,0,0.0933,0.539,130.025,10/25/19,single,genius.com,0.026066350710900476,0.016587677725118485,0.07109004739336489,0.014218009478672987,0.026066350710900476,0.023696682464454978,0.02132701421800948,0.018957345971563982,0.03317535545023697,0.07345971563981038
57,Die For Me ,2C6WXnmZ66tHhHlnvwePiK,Post Malone,246dkjvS1zLTtiykXe5h60,86,245266,0.614,0.66,-2.8480000000000003,1,0.19,0.452,145.01,9/6/19,album,genius.com,0.030769230769230757,0.03636363636363636,0.03216783216783216,0.05594405594405598,0.03776223776223776,0.02377622377622377,0.02237762237762237,0.0881118881118882,0.0881118881118882,0.04195804195804197
58,Callaita,2TH65lNHgvLxCKXM3apjxI,Bad Bunny,4q3ewBCX7sLwd24euuV69X,93,250533,0.61,0.624,-4.773,1,0.6,0.244,176.169,5/31/19,single,genius.com,0.0036363636363636364,0.0690909090909091,0.04727272727272728,0.0,0.05454545454545456,0.01090909090909091,0.007272727272727273,0.0,0.01818181818181818,0.08727272727272727
59,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,90,158805,0.591,0.841,-4.351,0,0.0119,0.392,109.03399999999999,10/4/19,single,genius.com,0.02461538461538462,0.018461538461538463,0.02153846153846154,0.036923076923076927,0.02153846153846154,0.02461538461538462,0.02153846153846154,0.04615384615384615,0.049230769230769224,0.02153846153846154
60,boyfriend ,0Ryd8975WihbObpp5cPW1t,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,89,186106,0.4,0.795,-3.7310000000000003,0,0.11900000000000001,0.7020000000000001,190.097,8/2/19,single,genius.com,0.0,0.004629629629629629,0.009259259259259259,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.1203703703703703
61,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,06HL4z0CvFAxyc27GXpf02,88,171360,0.7709999999999999,0.6709999999999999,-5.617000000000001,1,0.009290000000000001,0.7140000000000001,85.02600000000002,8/23/19,album,genius.com,0.016666666666666666,0.02,0.03166666666666667,0.016666666666666666,0.021666666666666667,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.03666666666666666,0.05166666666666663
62,Ransom ,2WsuSYJNXGKXVYkHPnq2yp,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,84,171253,0.684,0.6709999999999999,-6.4239999999999995,0,0.0119,0.45,179.987,8/30/19,album,genius.com,0.011152416356877323,0.022304832713754642,0.026022304832713748,0.01486988847583643,0.022304832713754642,0.0037174721189591076,0.0037174721189591076,0.022304832713754642,0.04089219330855017,0.04460966542750928
63,Lover ,3i9UVldZOE0aD0JnyfAZZ0,Taylor Swift,06HL4z0CvFAxyc27GXpf02,86,221306,0.44799999999999995,0.603,-7.176,1,0.433,0.42200000000000004,205.27200000000002,11/13/19,single,genius.com,0.010968921389396709,0.01462522851919561,0.016453382084095063,0.010968921389396709,0.010968921389396709,0.018281535648994516,0.005484460694698354,0.016453382084095063,0.023765996343692874,0.023765996343692874
64,Baguettes in the Face ,2zjGJ0dChMR0KxBZS15aqo,Mustard,0YinUQ50QDB7ZxSCLyQ40k,84,174100,0.883,0.525,-8.054,0,0.18899999999999997,0.312,99.978,6/28/19,album,genius.com,0.005917159763313609,0.026627218934911247,0.03254437869822486,0.020710059171597635,0.011834319526627219,0.03254437869822486,0.014792899408284023,0.005917159763313609,0.0532544378698225,0.04733727810650889
65,Selah,39JRmdKFka1Oe09FoOCPI4,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,85,164619,0.48200000000000004,0.618,-5.672999999999999,0,0.647,0.146,90.07600000000001,10/25/19,album,genius.com,0.003703703703703704,0.005555555555555556,0.016666666666666663,0.003703703703703704,0.02962962962962962,0.01296296296296296,0.001851851851851852,0.001851851851851852,0.03148148148148147,0.025925925925925918
66,Hot Girl Summer ,5N1o6d8zGcSZSeMFkOUQOk,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,84,199427,0.872,0.8140000000000001,-4.5680000000000005,1,0.00485,0.57,98.985,8/9/19,single,genius.com,0.0058823529411764705,0.0029411764705882353,0.0058823529411764705,0.008823529411764706,0.008823529411764706,0.0058823529411764705,0.0058823529411764705,0.008823529411764706,0.01764705882352941,0.008823529411764706
67,Ride It,2tnVG71enUj33Ic2nFN6kZ,Regard,4ofCBoyEiGSePFAG500xev,95,157605,0.893,0.748,-4.2989999999999995,0,0.272,0.867,117.958,7/26/19,single,genius.com,0.019672131147540985,0.03278688524590164,0.019672131147540985,0.03934426229508197,0.01639344262295082,0.026229508196721315,0.006557377049180328,0.055737704918032795,0.06557377049180328,0.036065573770491806
68,Self Control,4vSoyDfL0uZyUoWu5NNNsQ,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,82,185865,0.82,0.6970000000000001,-7.296,0,0.0349,0.629,154.99200000000005,10/11/19,album,genius.com,0.0425531914893617,0.015957446808510637,0.02127659574468085,0.02127659574468085,0.0,0.0425531914893617,0.031914893617021274,0.02127659574468085,0.05851063829787234,0.02127659574468085
