,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_sec,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,album_type
1654,Sing Along,0JwtuqKYYCA1iJ5cubotGW,"('Sturgill Simpson',)","('3vDpQbGnzRbRVirXlfQagB',)",66,174.568,0.489,0.957,-2.812,1,0.0115,0.53,124.026,album
1655,What Christmas Means To Me,1V0qqWBbIWt8hlAjxTZedR,"('Stevie Wonder',)","('7guDJrEfX3qb6FEbdPA5qi',)",66,148.146,0.521,0.699,-6.961,1,0.0981,0.802,83.529,album
1657,If You're Gonna Lie,0mPTZjG5PElXTUIxj1nqgp,"('FLETCHER',)","('5qa31A9HySw3T7MKWI9bGg',)",69,203.113,0.671,0.763,-5.877,1,0.607,0.469,149.87,single
1658,Mind Right (feat. Warhol.SS),0ldvmjY7KZIdGE3wmG8H5P,"('Shoreline Mafia', 'Fenix Flexin', 'OHGEESY', 'Warhol.SS')","('4tYSBptyGeVyZsk8JC4JHZ', '63GIj2yhFvX1Bzphb9JgVb', '3ppQEG71r7jVpI8RudzycF', '3O7mUqVuHmLJqHXbFiQY62')",65,224.413,0.954,0.522,-7.032,1,0.0706,0.439,105.044,album
1659,Lost Without You,3cWI6Hj9LQ0MfMuhw9uSMc,"('Freya Ridings',)","('5pDjmC5mRl7vDJhsjVwNfk',)",73,225.853,0.386,0.136,-9.267,1,0.932,0.0976,67.016,album
1660,Overnight,4L9l5x0WuzNtyEBeqzvgPE,"('Maggie Rogers',)","('4NZvixzsSefsNiIqXn0NDe',)",66,200.346,0.479,0.667,-5.429,1,0.0323,0.734,177.958,album
1661,Sofia,7B3z0ySL9Rr0XvZEAjWZzM,"('Clairo',)","('3l0CmX0FuQjFxr8SK7Vqag',)",68,188.386,0.744,0.619,-9.805,1,0.598,0.641,112.997,album
1662,Eternal,5LeStoyvjAHpM52IYogOq0,"('Chance the Rapper', 'Smino')","('1anyVhU62p31KFi8MEzkbf', '1ybINI1qPiFbwDXamRtwxD')",67,243.915,0.793,0.524,-6.229,0,0.0622,0.631,95.044,album
1663,Hollywood Whore,0uFNdjWpogmaJYp2zlNJj5,"('Machine Gun Kelly',)","('6TIYQ3jFPwQSRmorSezPxX',)",70,203.174,0.734,0.836,-5.953,0,0.0116,0.214,100.022,album
1664,Big Gangsta,2HYvkdq6lpFXkVz9Tfqi8r,"('Kevin Gates',)","('1gPhS1zisyXr5dHTYZyiMe',)",64,243.462,0.879,0.574,-5.602,0,0.519,0.346,144.911,single
1665,Ghost,5TgS4dcUAU8EEb506d8wAT,"('Au/Ra', 'Alan Walker', 'Death Stranding: Timefall')","('1eMmoIprPDWeFdB1FxU6ZV', '7vk5e3vY1uw9plTHJAMwjN', '4rojTfP5nRkmYpdSbWQgV4')",76,177.63,0.667,0.503,-8.217,0,0.552,0.584,144.015,single
1666,The Motion,0Tacxc5lDJ8LwiO1pWNSl8,"('Drake',)","('3TVXtAsR1Inumwj472S9r4',)",68,240.956,0.631,0.788,-7.142,0,0.371,0.544,157.769,album
1668,Hold The Line (feat. A R I Z O N A),6EBlOYNcZ8MrdEov9lEdV6,"('Avicii', 'A R I Z O N A')","('1vCWHaC5f2uS3yhpwWbIA6', '7hOGhpa8RMSuDOWntGIAJt')",72,171.785,0.648,0.554,-7.005,1,0.329,0.372,98.045,album
1669,Goddamn (feat. A Boogie wit da Hoodie),0Zl4G9qcdXV5hVhdOirNHG,"('Tyga', 'A Boogie Wit da Hoodie')","('5LHRHt1k9lMyONurDHEdrp', '31W5EY0aAly4Qieq6OFu6I')",72,211.039,0.951,0.573,-6.002,0,0.0667,0.42,105.052,single
1670,Haute (feat. J Balvin & Chris Brown),1rYC34UUszS0QzzECNRhYb,"('Tyga', 'J Balvin', 'Chris Brown')","('5LHRHt1k9lMyONurDHEdrp', '1vyhD5VmyZ7KMfW5gqLgo5', '7bXgB6jMjp9ATFy66eO08Z')",73,160.876,0.946,0.723,-3.692,1,0.0778,0.349,102.956,single
1671,No Te Veo - Remix,0stKSegkdrfLTDvm5sIO38,"('Casper Magico', 'Anuel AA')","('1fux65HMCBvfJHqlBc4Nno', '2R21vXR83lH98kGeO99Y66')",78,252.44,0.861,0.786,-3.833,1,0.485,0.778,104.017,single
1672,Lo/Hi,25YlltWXRb9k7KbrEBRuhJ,"('The Black Keys',)","('7mnBLXK823vNxN3UWB7Gfz',)",68,177.768,0.606,0.679,-7.445,1,0.0151,0.707,122.016,album
1673,Hold On (with Georgia Ku),5Cevkgj9FyNRFIwY3xSCn8,"('ILLENIUM', 'Georgia Ku')","('45eNHdiiabvmbp4erw26rg', '5mYakBbBzPMQTfkVMIgiDM')",67,235.263,0.506,0.744,-3.605,1,0.0463,0.396,76.056,album
1674,Everywhere But On,0ifYeH4gNXEyba41xr3I1w,"('Matt Stell',)","('7EekKnlf2HwNaLLpL9Cpgy',)",66,192.586,0.563,0.722,-3.972,1,0.0345,0.309,149.903,album
1675,Touch & Go,0t4knmBuw14LysanDonPrj,"('Tinashe', '6LACK')","('0NIIxcxNHmOoyBx03SfTCD', '4IVAbR2w4JJNJDDRFP3E83')",69,255.658,0.658,0.541,-9.908,0,0.432,0.19,132.034,single
1676,Devil's Work,6XH0KeCZ0nRysAeSJYRFFg,"('Joyner Lucas',)","('6C1ohJrd5VydigQtaGy5Wa',)",68,285.015,0.587,0.665,-6.998,1,0.197,0.222,96.016,single
1677,Just My Luck,2QsBAfiNmngcrZsOTznqBG,"('Marc E. Bassy', 'blackbear')","('3tQx1LPXbsYjE9VwN1Peaa', '2cFrymmkijnjDg9SS92EPM')",67,186.496,0.616,0.62,-6.398,1,0.231,0.367,156.986,album
1678,BOTA FUEGO,6Y6YC93R1r0CISm5iC4j27,"('Mau y Ricky', 'Nicky Jam')","('2wkoKEfS6dXwThbyTnZWFU', '1SupJlEpv7RS2tPNRaHViT')",79,223.186,0.728,0.83,-4.0,1,0.234,0.633,175.984,single
1679,No Label,4WznHDEzfBcZOVFFNkDUBt,"('Lil Durk',)","('3hcs9uc56yIGFCSy9leWe7',)",66,144.66,0.766,0.478,-8.287,1,0.0285,0.303,99.857,single
1680,head first,1nDOeWBfRKA5YNQ8bKWzMM,"('Christian French',)","('7naAJDAh7AZnf18YYfQruM',)",67,154.96,0.909,0.392,-6.221,0,0.278,0.61,127.052,single
1681,Just You and I,2n48BjaFSczfeIG3HaIaPv,"('Tom Walker',)","('7z2avKuuiMAT4XZJFv8Rvh',)",77,174.982,0.567,0.696,-5.416,1,0.456,0.544,92.061,single
1682,One Too Many,0zhGp6rH3Em8VTS44hTOmT,"('FLETCHER',)","('5qa31A9HySw3T7MKWI9bGg',)",68,182.918,0.641,0.582,-6.66,0,0.205,0.406,102.098,single
1683,Popular Loner,3US2r3B2F7ZtEXsQ4zrjVl,"('Rod Wave',)","('45TgXXqMDdF8BkjA83OM7z',)",64,141.048,0.661,0.519,-13.094,1,0.141,0.855,159.85,single
1684,Luv Bug,2ShqM95Kj8k0eCQkd7pVrT,"('Kevin Gates',)","('1gPhS1zisyXr5dHTYZyiMe',)",64,185.142,0.832,0.515,-7.112,0,0.0257,0.653,139.997,single
1686,Let Migo,64o5zHN3gLrANlEUFJAaI2,"('D Smoke',)","('23rK0hajv5ix2yPM4IIgOo',)",70,155.643,0.713,0.631,-6.934,0,0.118,0.257,140.006,album
1687,Crazy Girls,7fzEHvmPGPzYUOvG4WtNEM,"('Blueface', 'Gunz Lozano', 'Baldacci')","('3Fl1V19tmjt57oBdxXKAjJ', '02Co2e9BWmKIESXPybRiLd', '2QqdmCJY2bjVAy8QLg1aDK')",34,148.427,0.793,0.581,-8.694,0,0.0366,0.54,109.99,single
1688,Double (feat. NLE Choppa),5langTqTTpqxj9jvj6JZGf,"('Smokepurpp', 'NLE Choppa')","('21dooacK2WGBB5amYvKyfM', '0ErzCpIMyLcjPiwT4elrtZ')",67,155.682,0.856,0.527,-7.345,1,0.0614,0.826,164.085,album
1689,Imgur,5Jxym542I1NBxCm6N2i2uo,"('Pola Ris',)","('16VXoSl3epjUhXIASoa0qO',)",69,229.078,0.148,0.0113,-33.791,0,0.936,0.0376,138.396,single
1690,Big Tipper (feat. Lil Keed),2lcJWXNJUjjL3ycoZrpU2g,"('Young Thug', 'Lil Keed')","('50co4Is1HCEo8bhOyUWKpn', '3uJx5SnOM59Li7lCxA3b29')",66,223.173,0.898,0.589,-7.841,1,0.000709,0.277,155.005,album
1691,The Next Best American Record,7vRfxLcDDwgYW2WTrtEgUV,"('Lana Del Rey',)","('00FQb4jTyendYWaN8pK0wa',)",71,349.347,0.387,0.352,-9.77,1,0.624,0.113,107.892,album
1692,Cynic,6IW6mD0OrfYXXkTgdLBQ83,"('Noah Kahan',)","('2RQXRUsr4IW1f3mKyKsy4B',)",68,208.493,0.784,0.692,-5.634,1,0.23,0.962,103.007,album
1693,As I Am,6hRrzZJ90DNQdEF1Wu2Mrf,"('H.E.R.',)","('3Y7RZ31TRPVadSFVy1o8os',)",67,240.12,0.444,0.567,-8.188,0,0.0818,0.172,83.661,album
1694,sriracha,27uqXX6GcgnvzE2QzNaj4z,"('bbno$', 'Lentra')","('41X1TR6hrK8Q2ZCpp2EqCz', '484bfoveqgHfx2VhNY4zzT')",69,129.6,0.919,0.484,-8.991,0,0.0949,0.963,100.014,single
1695,Love Her,2hgk8iKN9UdoM4ILlJ9F5N,"('Jonas Brothers',)","('7gOdHgIoIKoe4i9Tta6qdD',)",69,193.133,0.74,0.337,-6.039,1,0.178,0.56,103.002,album
1696,Donna,3ZkleTkBBKIPKJh9jIqT7s,"('The Lumineers',)","('16oZKvXb6WkQlVAjwo2Wbg',)",65,185.973,0.49,0.247,-10.481,1,0.96,0.282,134.121,album
1697,Lola,6hkr5ZGVOt3Z2BNGE6yqpB,"('Iggy Azalea', 'Alice Chater')","('5yG7ZAZafVaAlMTeBybKAL', '6MwwUAN4kN0umzSH7w6y93')",72,232.123,0.774,0.573,-9.098,1,0.0132,0.4,141.885,single
1698,Brown Noise 140 hz Sharp Q,1efbB8dNowPNwBU6HaHjup,"('Granular',)","('1jfnMuDBl5OaAoU0VwLD8m',)",70,139.872,0.205,0.337,-37.221,1,0.751,0.18,135.284,album
1699,Sleep Hibernation,0ek2PwrDkUWRqoaTq6WKDj,"('Moon Laika',)","('4xahRLuZzobrHSZMsJFtyC',)",69,175.132,0.142,0.013,-33.299,1,0.984,0.0708,72.917,single
1700,Night Falls,3doNvO8zrwzcM0PJrcn8Rb,"('Dove Cameron', 'Sofia Carson', 'Booboo Stewart', 'Cameron Boyce', 'Thomas Doherty', 'China Anne McClain', 'Dylan Playfair')","('2W8yFh0Ga6Yf3jiayVxwkE', '7bp2lSdh12wcA8LyB1srfJ', '4A6cd63FWHbCLqk9mtGUZZ', '4uBD3fsHzb3IpOTGpicsbH', '4QS6MMKct3F3LkN7cr6vHg', '6SvFyXN6qzhw95Bj4HoevV', '3kJ7YsRgaO8ggKD1lw4C2T')",72,188.217,0.72,0.87,-5.155,0,0.0682,0.802,160.039,compilation
1701,Pode Chorar - Ao Vivo Em Goiânia / 2007,0tDrNode5ReKuTm2ROX1Ms,"('Jorge & Mateus',)","('1elUiq4X7pxej6FRlrEzjM',)",1,204.413,0.531,0.956,-4.407,1,0.125,0.935,188.037,album
1702,No Te Debí Besar,1KdwnsWOvhM53vezy5ROuf,"('C. Tangana', 'Paloma Mami', 'Alizzz')","('5TYxZTjIPqKM8K8NuP9woO', '7rOlQwf8OuFLFQp4aydjBt', '23herDudxPBB3S81GB5uG3')",84,182.815,0.672,0.684,-5.682,0,0.125,0.62,75.233,single
1704,Es Dificil Ser Un Santo,4dporMRQqdmQQEMEz8RVTW,"('Herencia de Patrones',)","('1Q6SZxTvaE3HhslV0iXbI6',)",67,185.756,0.651,0.492,-9.013,1,0.219,0.82,165.903,single
1705,Cool Anymore,4H1ScKTo6abUt8yTXDewct,"('Jordan Davis', 'Julia Michaels')","('77kULmXAQ6vWer7IIHdGzI', '0ZED1XzwlLHW4ZaG4lOT6m')",67,200.415,0.519,0.738,-5.452,1,0.133,0.506,155.972,single
1706,Sheet Music - Episode 02,1WcnFCRTDDEmyXwAZC4rGI,"('Vince Staples',)","('68kEuyFKyqrdQQLLsmiatm',)",67,137.856,0.858,0.646,-7.127,0,0.0274,0.738,144.964,single
1707,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",5duCElafuovM4ZSmkQL4hn,"('Mustard', 'Quavo', 'YG', 'Meek Mill')","('0YinUQ50QDB7ZxSCLyQ40k', '0VRj0yCOv2FXJNP47XQnx5', '0A0FS04o6zMoto8OKPsDwY', '20sxb77xiYeusSH8cVdatc')",67,179.387,0.871,0.493,-6.775,1,0.0104,0.157,93.016,single
1708,on god,7a7wbihbtKPnMCq17iECek,"('bbno$', 'Lewis Grant')","('41X1TR6hrK8Q2ZCpp2EqCz', '5hn4bbaAkdXOwk8160xTpj')",69,194.0,0.883,0.301,-11.48,1,0.109,0.363,119.965,album
1709,Chase The Money,3rnDyg4f2oRsWmXdZVFD1Y,"('E-40', 'Quavo', 'Roddy Ricch', 'A$AP Ferg', 'ScHoolboy Q')","('3crnzLy8R4lVwaigKEOz7V', '0VRj0yCOv2FXJNP47XQnx5', '757aE44tKEUQEqRuT6GnEB', '5dHt1vcEm9qb8fCyLcB3HL', '5IcR3N7QB1j6KBL8eImZ8m')",64,284.439,0.893,0.776,-5.356,1,0.00607,0.229,91.987,album
1710,To Me,70izrPPF9I7fqCOChXsc30,"('Alina Baraz',)","('6hfwwpXqZPRC9CsKI7qtv1',)",68,257.227,0.474,0.577,-8.72,1,0.434,0.0411,77.976,single
1711,Mad At You,1paiMpVnmwutk61EXVqG0z,"(""Why Don't We"",)","('2jnIB6XdLvnJUeNTy5A0J2',)",72,169.883,0.835,0.65,-5.027,1,0.0804,0.581,109.999,single
1712,Pompeii,3CZF3watTHDq8kYjJZrASz,"('Bastille',)","('7EQ0qTo7fWT7DPxmxtSYEc',)",0,214.147,0.681,0.709,-6.488,1,0.0749,0.591,127.44,album
1713,Jackboot Jump - Live,1aOYWQ93wuD51QArtupMa5,"('Hozier',)","('2FXC3k01G6Gw61bmprjgqS',)",46,202.369,0.38,0.958,-4.283,1,0.0275,0.663,104.468,single
1714,Bad,3xRcQ04b0l5RiU2w7lJhCD,"('James Bay',)","('4EzkuveR9pLvDVFNx6foYD',)",75,225.92,0.549,0.413,-5.587,1,0.756,0.29,139.981,single
1715,Trina,1Np92e0PSE4OzqZyGFTOsh,"('Smino',)","('1ybINI1qPiFbwDXamRtwxD',)",66,141.653,0.843,0.485,-8.993,0,0.201,0.395,95.017,single
1716,#PROUDCATOWNERREMIX,5dkZ2DrcPJrqwlRQe6Q35e,"('XXXTENTACION', 'Rico Nasty')","('15UsOTVnJzReFVN1VCnxy4', '2OaHYHb2XcFPvqL3VsyPzU')",67,157.293,0.783,0.522,-6.229,1,0.0287,0.235,145.127,single
1717,Moreno 80,1MGJxKsoJ88nwrEMnueAE5,"('Los Hijos De Garcia', 'Herencia de Patrones')","('3Aw1WaC6Xm8cOOppvXcnfa', '1Q6SZxTvaE3HhslV0iXbI6')",67,182.0,0.588,0.54,-5.057,0,0.364,0.963,176.445,single
1718,Typical Story,3EY1vEkydU2oguC17jzhTZ,"('Hobo Johnson',)","('05SdqPzK4m3k1ljK2wrTSP',)",66,191.068,0.421,0.935,-2.601,1,0.00978,0.645,155.855,album
1719,Jamais Vu,0eeeyCAGnGZInPtpkdYiPa,"('BTS',)","('3Nrfpe0tUJi4K4DXYWgMUX',)",73,227.275,0.608,0.47,-6.73,1,0.226,0.241,81.0,album
1720,The Good Ones,5OS2vP6hEJfp5bLzaWNkTj,"('Gabby Barrett',)","('6Iz3eq2aQGFf7TbGT2iahL',)",65,213.728,0.519,0.552,-5.023,1,0.18,0.331,89.956,single
1721,With You,1xK7enJZVdv37fnnxoZlPq,"('Kaskade', 'Meghan Trainor')","('6TQj5BFPooTa08A7pk8AQ1', '6JL8zeS1NmiOftqZTRgdTz')",72,180.84,0.362,0.921,-3.815,0,0.123,0.529,172.191,single
1722,La Respuesta,2fOjendzUzepHwR9QrVyYF,"('Becky G', 'Maluma')","('4obzFoKoKRHIphyHzJ35G3', '1r4hJ1h58CWwUQe3MxPuau')",77,182.4,0.757,0.832,-3.674,0,0.127,0.53,180.05,single
1723,You Are Losing Me,2RZG69vGcBkMGZQf7JiO3v,"('Chelsea Cutler',)","('5JMLG56F1X5mFmWNmS0iAp',)",67,207.333,0.577,0.43,-9.764,1,0.224,0.346,99.982,single
1724,Ghetto Angels,0T6DHuLI3NANOAFPgE8AXR,"('NoCap',)","('4PNHuWkk4ee6R8WEhFVPf5',)",65,235.263,0.68,0.669,-5.621,0,0.107,0.429,152.174,album
1725,RENT FREE,6GefwzSnQkQoCnWJNs9IZR,"('Russ',)","('1z7b1Pr1rSlvWRzsW3HOrS',)",71,150.2,0.784,0.543,-9.769,1,0.0588,0.451,108.982,single
1726,If I Tell You,0dQO6DOVHvrfl7DQwO97RE,"('Flipp Dinero',)","('2HUwZ0kumzCSlhFcjFZfpp',)",66,214.563,0.711,0.867,-1.981,0,0.152,0.414,161.966,single
1727,WHO DO U LOVE?,6YKCEtfZXXyionWJPtT5jb,"('Monsta X', 'French Montana')","('4TnGh5PKbSjpYqpIdlW5nz', '6vXTefBL93Dj5IqAWq6OTv')",72,189.035,0.782,0.637,-5.63,0,0.28,0.389,101.989,single
1728,HIP,24nK8tW7Pt3Inh2utttuoG,"('Mamamoo',)","('0XATRDCYuuGhk0oE7C0o5G',)",75,195.306,0.782,0.731,-4.581,0,0.0376,0.824,138.032,album
1729,Better in Color,4hh3IoUWPySR2YXz8Gy2pr,"('Lizzo',)","('56oDRnqbIiwx4mymNEv7dS',)",67,133.058,0.702,0.928,-2.039,1,0.0353,0.556,129.894,album
1730,365,2XWjPtKdi5sucFYtVav07d,"('Zedd', 'Katy Perry')","('2qxJFvFYMEDqd7ui6kSAcq', '6jJ0s89eD6GaHleKKya26X')",78,181.899,0.745,0.693,-5.479,0,0.339,0.248,98.039,single
1731,Coralia,2QuojUtKiQ7l8ZQMDelt3s,"('Arlette Leduc',)","('3LyPSzNbQ3R4cgHZDUP06T',)",70,197.0,0.172,0.0223,-30.281,1,0.993,0.0381,71.379,single
1732,Expectations (feat. 6LACK),3oYod1daHuFMb2Z0FG79OE,"('Wale', '6LACK')","('67nwj3Y5sZQLl72VNUHEYE', '4IVAbR2w4JJNJDDRFP3E83')",66,304.0,0.523,0.408,-6.637,0,0.702,0.0872,122.159,album
1733,Nasty,2jjItCsygxKASceR8hppIX,"('DJ Drama', 'Moneybagg Yo', 'PnB Rock')","('5oNgAs7j5XcBMzWv3HAnHG', '3tJoFztHeIJkJWMrx0td2f', '21WS9wngs9AqFckK7yYJPM')",66,177.722,0.787,0.388,-9.429,0,0.33,0.494,142.0,single
1734,Good Enough,5j9PFsp0AceyYNc9lkmC42,"('Jana Kramer',)","('2PaRhxWFaqCUZybJDDoNrf',)",66,168.461,0.624,0.52,-6.779,1,0.0285,0.344,104.032,single
1735,Way Back Home (feat. Ty Dolla $ign),1pHyMdmKAp494PDSZhJHvR,"('YBN Cordae', 'Ty Dolla $ign')","('0huGjMyP507tBCARyzSkrv', '7c0XG5cIJTrrAgEC3ULPiq')",67,199.116,0.868,0.521,-7.837,0,0.378,0.407,117.146,album
1736,It Wasn't Easy To Be Happy For You,2qhfWLkKqWripwiw8DJdGU,"('The Lumineers',)","('16oZKvXb6WkQlVAjwo2Wbg',)",65,214.066,0.765,0.373,-5.321,1,0.854,0.379,89.099,album
1737,Adam & Eve,0J6UvGEMuJvzPKvlDbBvLz,"('Calboy',)","('0HkcYmcjrBR3SCw9Ld5VZk',)",66,179.466,0.781,0.696,-5.553,0,0.203,0.692,74.998,album
1738,Whipped Cream,56IszkEOG5lFShWevvEH3R,"('Ari Lennox',)","('1vaQ6v3pOFxAIrFoPrAcom',)",67,288.531,0.741,0.397,-9.34,0,0.568,0.418,85.049,album
1740,Fragment,3VBPPIu4MGBnMj4SF8sJBJ,"('Ever So Blue',)","('6LwcYWG1molG0KW2xwnPd2',)",72,153.103,0.403,0.0621,-28.678,1,0.995,0.146,135.761,single
1741,달라달라 (DALLA DALLA),0GU5GuJQQEnnREO2FxnVPT,"('ITZY',)","('2KC9Qb60EaY0kW4eH68vr3',)",75,199.873,0.79,0.853,-4.564,0,0.00116,0.713,124.998,single
1742,Favourite Ex,1a1SQeSqUKzH5OUVTEx4ae,"('Maisie Peters',)","('2RVvqRBon9NgaGXKfywDSs',)",75,201.694,0.396,0.177,-10.277,1,0.718,0.221,177.215,single
1743,Dark Conversations,7w1yRWWeP2s0anD6luiBYs,"('Rod Wave',)","('45TgXXqMDdF8BkjA83OM7z',)",64,144.96,0.719,0.648,-5.667,0,0.302,0.61,158.992,album
1744,Heartbeat (BTS World Original Soundtrack),5EgYDyMDCi8X0zDydTF7Rb,"('BTS',)","('3Nrfpe0tUJi4K4DXYWgMUX',)",74,253.303,0.437,0.716,-4.306,1,0.39,0.307,170.094,compilation
1745,Never Scared (feat. Trippie Redd),2kjDVrLtHosLRNXtmihIjQ,"('Lil Mosey', 'Trippie Redd')","('5zctI4wO9XSKS8XwcnqEHk', '6Xgp2XMz1fhVYe7i6yNAax')",67,182.72,0.742,0.72,-7.36,0,0.194,0.826,147.089,album
1746,Run To The Father,1uSGO8Ydq3Kc3B5JYLno8j,"('Cody Carnes',)","('7apN8bBgl19E0Ona9pvPq0',)",66,308.0,0.491,0.416,-6.801,1,0.0512,0.0977,136.943,single
1747,Risk It All (feat. Tory Lanez),7ncVTZ86MJQZK1FuW4hWLs,"('Jacquees', 'Tory Lanez')","('4tMm1dU6Gn04VAZ9ClHcIZ', '2jku7tDXc6XoB6MO2hFuqg')",68,206.893,0.495,0.719,-6.84,0,0.133,0.323,94.782,album
1748,LION,4TArUx34wOehwpnbXlKBQY,"('(G)I-DLE',)","('2AfmfGFbe0A0WsTYm0SDTx',)",77,210.96,0.737,0.726,-5.168,0,0.0237,0.182,109.991,compilation
1749,Hurts 2B Human (feat. Khalid),7c5h27Ju8JE5xWKTQ88KhL,"('P!nk', 'Khalid')","('1KCSPY1glIKqW2TotWuXOR', '6LuN9FCkKOj5PcnpouEgny')",75,202.64,0.463,0.62,-5.647,1,0.131,0.158,83.031,single
1750,Never Ending Story,7r6xGsyES2DTacyP6O585i,"('Gaten Matarazzo', 'Gabriella Pizzolo')","('5TLldRzO16khcP3zwBsBB6', '7FZcgLmT7hkZWlODqmOFNo')",74,125.48,0.438,0.489,-11.568,1,0.0103,0.182,136.077,compilation
1751,Diamonds or Twine,3nLQCvYLudPrG2q4mxnY2Y,"('Ryan Hurd',)","('7lDVEkjIURPMyUYwoQRrpw',)",66,211.085,0.621,0.568,-8.795,1,0.145,0.724,148.047,single
1752,Dreaming Deeper,4KPRqt53xnT2Hs2rDGKiRu,"('Alex Couture',)","('25G0894RyKrGyKDqdG1pGu',)",67,223.259,0.175,0.0236,-32.695,0,0.928,0.0373,122.538,single
1753,Real Thing,072PI4U52gO1NasX4Lpv7Z,"('Ruel',)","('5xkAtLTf309LAGZTbvULBn',)",73,192.326,0.671,0.586,-6.477,0,0.133,0.478,125.806,single
1754,Don't Throw Out My Legos,61vlvG3pr4djrXPtHPdXII,"('AJR',)","('6s22t5Y3prQHyaHWUN1R1C',)",63,250.839,0.629,0.583,-6.274,1,0.142,0.492,147.036,album
1755,Boy Back (feat. NAV),369g3Kv6MXsl0wn7PNtWvO,"('Young Thug', 'NAV')","('50co4Is1HCEo8bhOyUWKpn', '7rkW85dBwwrJtlHRDkJDAC')",67,202.6,0.777,0.573,-8.848,0,0.0415,0.387,143.017,album
1756,Beer Can’t Fix,7idmHTAQQPUFqdjXkoooXD,"('Thomas Rhett', 'Jon Pardi')","('6x2LnllRG5uGarZMsD4iO8', '4MoAOfV4ROWofLG3a3hhBN')",66,209.733,0.711,0.774,-4.068,1,0.0317,0.939,111.016,album
1757,I Can't Change,4pjfuYz6ljyMNkJO6tbPFh,"('Londynn B',)","('6a1696QGUkDJgGuJHwS3zS',)",68,139.834,0.759,0.534,-6.669,0,0.171,0.0666,149.969,album
1758,Do You Hear What I Hear?,2QEJNfOrRjC4O1msrVXJo4,"('Pentatonix', 'Whitney Houston')","('26AHtbjWKiwYzsoGoUZq53', '6XpaIBNiVzIetEPCWDvAFP')",57,213.88,0.316,0.714,-4.981,1,0.00936,0.306,72.785,album
1759,Face Down,02Pi34f82D19t9ayVEhM7M,"('Kevin Gates',)","('1gPhS1zisyXr5dHTYZyiMe',)",64,158.374,0.717,0.749,-5.207,1,0.12,0.574,147.922,album
1760,Gurenge,23DbzwNJSLo7nkSWjODMvY,"('LiSA',)","('0blbVefuxOGltDBa00dspv',)",74,238.586,0.545,0.979,-2.8,0,0.00339,0.309,135.002,single
1761,Insomnia,7hzlzoOwCZ4D3Ow5YZK4kj,"('Daya',)","('6Dd3NScHWwnW6obMFbl1BH',)",77,179.745,0.754,0.653,-5.095,1,0.0944,0.379,123.084,single
1762,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,"('Calvin Harris', ""Rag'n'Bone Man"")","('7CajNmpbOovFoOoasH2HaY', '4f9iBmdUOhQWeP7dcAn1pf')",84,229.184,0.807,0.887,-4.311,0,0.016,0.606,122.015,single
1763,NEVER GONNA LIKE YOU,5lzp3WgXCd94gI7cQaQ9bQ,"('Bea Miller', 'Snakehips')","('1o2NpYGqHiCq7FoiYdyd1x', '2FwJwEswyIUAljqgjNSHgP')",68,206.817,0.666,0.702,-1.716,1,0.146,0.417,160.05,single
1765,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",1KbCc89SxYma4BnBChkJBs,"('Dreamville', 'J. Cole', 'JID', 'Cozz', 'EARTHGANG', 'Smino', 'Buddy')","('1iNqsUDUraNWrj00bqssQG', '6l3HvQ5sa6mXTsMTB19rO5', '6U3ybJ9UHNKEdsH7ktGBZ7', '5oFkj1qSlyBUmV5d6Edgtq', '5MbNzCW3qokGyoo9giHA3V', '1ybINI1qPiFbwDXamRtwxD', '6PDLwWvgYNMfBRLqC1h5cJ')",66,210.466,0.525,0.725,-5.318,1,0.529,0.693,175.63,album
1766,Let It Go,2wgZUrJuXNiCO8K2zCRHC8,"('Kevin Gates',)","('1gPhS1zisyXr5dHTYZyiMe',)",64,206.132,0.743,0.743,-5.773,1,0.0276,0.312,90.005,album
1767,Slow Fade,25aILAMvglYwkk4QkbfAxV,"('Ruth B.',)","('2WzaAvm2bBCf4pEhyuDgCY',)",71,211.613,0.728,0.335,-10.14,1,0.756,0.441,79.997,single
1768,Filotimo,0OH6fMcg4oou7KXzPOXMpi,"('Borghild Wenn',)","('1r8KaUu0MuGreHt8J0ZqT7',)",72,133.2,0.295,0.0285,-22.689,0,0.993,0.219,202.81,single
1769,Summer At 7,5iVMvLDFM5UBqq2h1ouHoe,"('Russ',)","('1z7b1Pr1rSlvWRzsW3HOrS',)",68,174.666,0.57,0.713,-5.374,1,0.755,0.458,89.064,single
1770,West Coast,2O8gSQ9z52tZSLJnuzjkcG,"('G-Eazy', 'Blueface')","('02kJSzxNuaWGqwubyUba0Z', '3Fl1V19tmjt57oBdxXKAjJ')",68,139.61,0.843,0.806,-5.156,1,0.0729,0.821,97.858,single
1771,Mr. Lonely,6V6Fma9lttQBnIaeHdZ4eC,"('Midland',)","('1DTZRmlVZBxx2wRQBtx6yi',)",65,180.404,0.589,0.878,-4.493,1,0.0247,0.836,149.987,album
